# 391 reported flooding locations from 3 BBMP layers. NOT a hazard model: no return period, depth or drainage. Absence of a nearby point is not evidence a location does not flood.
name,kind,source_layer,geometry_type,centroid_lng,centroid_lat,vertex_count
Arekempannahalli Area,Flood-prone location,Flood_Prone_Locations_Map,Point,77.593107,12.946265,1
Marehahalli Tank,Flood-prone location,Flood_Prone_Locations_Map,Point,77.588436,12.915301,1
Bismillanagar – Agencies,Flood-prone location,Flood_Prone_Locations_Map,Point,77.602199,12.925853,1
Ejipura,Flood-prone location,Flood_Prone_Locations_Map,Point,77.63082,12.938392,1
Koramangala Slum,Flood-prone location,Flood_Prone_Locations_Map,Point,77.627974,12.924817,1
Cholurpalya,Flood-prone location,Flood_Prone_Locations_Map,Point,77.549051,12.97201,1
Bapujinagar,Flood-prone location,Flood_Prone_Locations_Map,Point,77.539729,12.956771,1
Sanjaya Gandhi Slum Area,Flood-prone location,Flood_Prone_Locations_Map,Point,77.592459,12.927233,1
NGV to HSR Layout,Flood-prone location,Flood_Prone_Locations_Map,Point,77.620147,12.948554,1
Shanthi Nagar,Flood-prone location,Flood_Prone_Locations_Map,Point,77.593239,12.954259,1
Vidyapeeta circle,Flood-prone location,Flood_Prone_Locations_Map,Point,77.560866,12.933396,1
Srinvas nagar,Flood-prone location,Flood_Prone_Locations_Map,Point,77.554778,12.935582,1
KH Road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.592032,12.955464,1
Magadi Police station,Flood-prone location,Flood_Prone_Locations_Map,Point,77.55151,12.974491,1
RPC layout,Flood-prone location,Flood_Prone_Locations_Map,Point,77.537898,12.962782,1
Ghali Anjaneya temple road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.541289,12.952727,1
Brindavananagar below Matthikere Tank Market,Flood-prone location,Flood_Prone_Locations_Map,Point,77.555149,13.034809,1
Shankarappa Garden Gopalapura,Flood-prone location,Flood_Prone_Locations_Map,Point,77.523011,12.921671,1
Kamakshipalya Tank Slum Area,Flood-prone location,Flood_Prone_Locations_Map,Point,77.522042,12.992806,1
Yeshwanthpur Railway station,Flood-prone location,Flood_Prone_Locations_Map,Point,77.550377,13.023777,1
BEML Layout in RR Nagar,Flood-prone location,Flood_Prone_Locations_Map,Point,77.519661,12.907736,1
Nayandahalli,Flood-prone location,Flood_Prone_Locations_Map,Point,77.524762,12.941093,1
Kengeri Yellamma temple,Flood-prone location,Flood_Prone_Locations_Map,Point,77.482736,12.898912,1
"Bhovi Colony, near Sane Guruvanahalli Tank",Flood-prone location,Flood_Prone_Locations_Map,Point,77.676207,13.012097,1
HAL Airport Road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.682264,12.954504,1
Sulthan Palya Main Road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.604783,13.029909,1
Pillappa Garden – Agencies,Flood-prone location,Flood_Prone_Locations_Map,Point,77.591178,13.025907,1
Anandanagara,Flood-prone location,Flood_Prone_Locations_Map,Point,77.591312,13.031328,1
"Miller Tank,",Flood-prone location,Flood_Prone_Locations_Map,Point,77.598064,12.991994,1
"Miller Tank,  Chinnappa Garden",Flood-prone location,Flood_Prone_Locations_Map,Point,77.602972,13.002206,1
Saraswathipuram – Jogu Palya,Flood-prone location,Flood_Prone_Locations_Map,Point,77.63289,12.972383,1
K R Garden,Flood-prone location,Flood_Prone_Locations_Map,Point,77.656156,12.954015,1
Rudrappa Garden,Flood-prone location,Flood_Prone_Locations_Map,Point,77.617996,12.959964,1
TV tower-Jaymahal extension,Flood-prone location,Flood_Prone_Locations_Map,Point,77.591904,13.008077,1
hotel Chalukya Junction,Flood-prone location,Flood_Prone_Locations_Map,Point,77.588161,12.984499,1
Dommlur,Flood-prone location,Flood_Prone_Locations_Map,Point,77.638739,12.960933,1
Ulsoor,Flood-prone location,Flood_Prone_Locations_Map,Point,77.623968,12.981958,1
DJ Halli,Flood-prone location,Flood_Prone_Locations_Map,Point,77.610288,13.009268,1
KR circle Underpass,Flood-prone location,Flood_Prone_Locations_Map,Point,77.587323,12.975429,1
"Ashok Nagar
,museum road",Flood-prone location,Flood_Prone_Locations_Map,Point,77.604797,12.970776,1
UB city  road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.596618,12.971329,1
New Thippasandra,Flood-prone location,Flood_Prone_Locations_Map,Point,77.654143,12.972032,1
Cox town,Flood-prone location,Flood_Prone_Locations_Map,Point,77.623408,12.995442,1
Thippasandra,Flood-prone location,Flood_Prone_Locations_Map,Point,77.646811,12.973707,1
Indiranagar 80ft road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.647744,12.968873,1
Pulakeshinagara,Flood-prone location,Flood_Prone_Locations_Map,Point,77.609904,12.996841,1
Banaswadi,Flood-prone location,Flood_Prone_Locations_Map,Point,77.647129,13.011904,1
Sarjapur road,Flood-prone location,Flood_Prone_Locations_Map,Point,77.499379,13.006586,1
NGV to HSR Layout,Flood-prone location,Flood_Prone_Locations_Map,Point,77.647668,12.90677,1
Kallena Agrahara in Arekere,Flood-prone location,Flood_Prone_Locations_Map,Point,77.593502,12.87097,1
RR Layout in Arekere & Hulimavu junction,Flood-prone location,Flood_Prone_Locations_Map,Point,77.596581,12.88424,1
"Gurudarshan Layout,Near Doddabommasandra",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.559324,13.071537,1
Devi Nagara,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.573025,13.052073,1
JRD Tata Nagar,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.573364,13.055279,1
"Bhadrappa Layout, Nagashettihalli",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.573961,13.048669,1
Someshwara Nagar,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.579297,13.092327,1
EWS working colony 3rd stage,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.582441,13.093543,1
"Attur, Near Dairy Circle",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.568995,13.107285,1
"Balaji Layout, Near Tata Nagar",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.576472,13.05401,1
"Shankrappa Layout,MAruthi nagar",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.605114,13.103662,1
Kempapura,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.60481,13.048485,1
Mariyanna Palya,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.615372,13.051319,1
"Telecom layout,Ashwathnagar",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.634656,13.055844,1
Sanguruvanahalli,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.540867,12.990867,1
"8TH CROSS 6TH BLOCK SANKARAPPA GARDEN ,RAJAJINAGAR",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.552533,12.981399,1
BHAKSHI GARDEN,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.566055,12.96843,1
SANJEEVAPPA GARDEN,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.558805,13.028223,1
"NAGANNA NAGAR,NEAR BINNIY MILL ROAD",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.568751,12.967097,1
KANTEERAVA NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.541546,13.019605,1
KAMALANAGAR,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.557861,13.022687,1
12th  cross gubbanalayout industrial area,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.555546,12.978705,1
SARVABHOUMA NAGAR-WARD NO 131 NAYANDHALLI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.526379,12.950779,1
"14TH CROSS P&T COLONY,CHOLARPALYA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.547741,12.991323,1
"1ST MAIN 8TH CROSS N.R.GARDEN,CHOLARPALYA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.543553,12.992941,1
MUDALPALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.531387,13.014327,1
"METRO LAYOUT-WARD NO 131,NEAR NAYANDHALLI",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.530224,12.965437,1
bismillanagar,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.603111,12.926952,1
rudrappa garden,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.547572,12.956324,1
samrudhinagar,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.546893,12.952625,1
silkboardjunction,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.559872,12.896674,1
SOMESHWARA COLONY NEAR SILK BOARD JUNCTION,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.615996,12.915518,1
"MARUTHI NAGAR, SANKRAPPA LAYOUT",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.628961,12.917843,1
"VENKATAREDDY NAGAR,SIDDAPURA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.596505,12.948752,1
"VITTALA NAGAR , NEAR KEMPEGOWDANAGAR",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.542285,12.953108,1
"MARUTHI NAGARA ,NEAR BAPUJI NAGARA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.538396,12.955497,1
"RANGANATHA LAYOUT,BHEL CIRCLE",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.535384,12.947511,1
PWD QUARTERS NEAR WISLSON GARDEN,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.597968,12.948594,1
ASHWINI LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.62919,12.940539,1
EJIPURA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.627296,12.943109,1
LAKSHMAN RAO NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.614683,12.949079,1
"Kengunta,Near Mallathalli",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.499259,12.959254,1
Sri Hari layout,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.494171,12.957438,1
Near Vidyanikethan School,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.488698,12.956032,1
"Vinayaka Layout,Near Nagarabhavi",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.514889,12.964788,1
Bandemata-Near Kengeri,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.488522,12.913138,1
"Janapriya Apartments,Near Rajarajeshwari Temple",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.508905,12.927633,1
Kenchenahalli,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.509445,12.930472,1
"Shivanna Layout,Near Halagevaddarahalli",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.51902,12.920464,1
BRINDAVAN NAGAR,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.55458,13.034625,1
CHICKKABIDRIKAL,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.490517,13.044566,1
"ANJANA NAGARA ,NEAR ANJANEYA TEMPLE (WARD NO 72)",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.481959,12.988674,1
"BYRAVESHWARA NAGARA , HAGGANAHALLI",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.504201,12.989322,1
"CHOWDESHWARINAGAR,RAJIV GANDHI CIRCLE ,LAGGERE",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.526952,13.009711,1
KALIKA NAGARA MAIN ROAD (WARD NO 41),BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.491958,13.009936,1
KOTTIGEPALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.512042,12.98597,1
RUKMINI NAGARA NEAR MAGADI ROAD (WARD NO 73),BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.493881,13.041586,1
SHIVANANDANAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.495142,13.006781,1
KALLAPA LAYOUT NEAR BASAVANAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.6869,12.96784,1
TALA KAVERI LAYOUT NEAR HAL AIRPORT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.686208,12.960494,1
SJR DENTAL COLLEGE MAIN ROAD,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.703029,12.948996,1
GANDHIPURAM NEAR WHITE FIELD,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.755935,12.971316,1
UDAYANAGARA NEAR A NARAYANPURA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.675599,12.990081,1
PAI LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.668829,12.991415,1
CHINAPPA LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.685587,12.985366,1
GARUDACHARPLAYA BASAVANAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.719487,12.986618,1
PASTTANDUR AGRAHARA NEAR ITPL,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.735077,12.974947,1
SAI BABA ASHRAM KADUGODI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.754159,13.001554,1
PATTALAMMA LAYOUT NEAR KADUGODI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.759073,12.998829,1
SIDDHARTHA LAYOUT KADUGODI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.763192,12.997007,1
TRIVENI NAGAR NEAR KR PURAM,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.719902,13.023151,1
"KRISHNANAGARA , NEAR CHIKKADEVSANDRA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.706548,13.005344,1
VINAYAKA LAYOUT NEAR BASAVANAPURA MAIN ROAD,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.706673,13.014299,1
HOYSALANAGARA KR PURA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.665983,13.017243,1
RR LAYOUT  NEAR VIJNANAPURA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.675809,13.011501,1
DR AMBEDKAR NAGAR NEAR VIJNANAPURA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.686649,13.015196,1
"ABBAREDDY LAYOUT ,VIJNANA NAGARA",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.680829,12.980353,1
"Vaddara palya, Near Hennur Bande",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.644374,13.04011,1
BHUVANESHWARI NAGARA WARD NO 15,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.507982,13.042979,1
BAGALKUNTE( L NARSIMHAYA LAYOUT),BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.503017,13.064251,1
KEMPEGOWDANAGAR,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.510646,13.045112,1
NELEGADARANAHALLI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.502142,13.033632,1
SHIVAPURA KERE NEAR NTTF,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.505858,13.026011,1
SHAMPURA SLUM,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.613497,13.022821,1
BASAVANNA NAGARA NEAR KADUGODANAHALLI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.619731,13.019739,1
"THAMMANA LAYOUT NEAR LINGARAJAPURA,",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.628758,13.009947,1
MUNIREDDY PALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.601026,13.007065,1
CHINAPPA GARDEN,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.6026,13.002968,1
AMBEDKAR NAGAR NEAR BYAPPANAHALLI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.640502,12.988099,1
"BANDAPPA COLONY , NEAR NEW BYAPPANAHALLI",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.640679,12.984318,1
CAMBRIDGE LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.62667,12.97329,1
BHARATHI NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.611414,12.987921,1
"RAJIV GANDHI COLONY ,NEAR QUEENS ROAD",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.601206,12.989232,1
MURUGESHPALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.655992,12.956135,1
SRINIVAGILU TANK BED LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.636726,12.936238,1
SHANTHI NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.599551,12.956486,1
SAMPANGI RAMA NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.592226,12.972939,1
SEETHAPPA LAYOUT NEAR RABINDRANATH TAGORE LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.603767,13.033872,1
BAMBOO BAZAR,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.603824,12.992651,1
munireddypalya anekappa block,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.594439,13.013126,1
SHANKAR NAGAR,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.571187,13.031118,1
"Govindapura,Nesar Nagavara",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.615025,13.033684,1
ILLIYAS NAGAR KUMARSWAMY LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.569786,12.90583,1
MUNISUBBAREDDY LAYOUT HONGASANDRA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.62847,12.898934,1
AMBEDKAR COLONY NEAR HONGASANDRA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.628147,12.892687,1
MICO LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.626956,12.887503,1
ROYQAL MERIDIAN LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.624363,12.887586,1
VISHWA PRIYA NAGARA NEAR BEGUR MAIN RAOD,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.629051,12.882051,1
BEGUR KERE AREA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.624941,12.876405,1
SUBASH NAGARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.639541,12.869882,1
GARVE BHAVI PALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.63798,12.894441,1
PARAPPAN AGRAHARA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.661159,12.880294,1
G K LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.660327,12.873697,1
KUDLU VILLAGE,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.657504,12.889427,1
B.T.R GARDEN LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.642364,12.888512,1
RAGHAVENDRA SLUM NEAR LAKSHMI LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.631708,12.890726,1
MUNIREDDY LAYOUT NEAR MANGAMMNAPALYA,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.637142,12.905057,1
VYSHYA BANK COLONY NEAR AREKERE,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.604285,12.88335,1
KRISHNA LAYOUT NEAR HULIMAVU KERE,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.605805,12.877822,1
BDA LAYOUT,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.591492,12.857844,1
PUTTENHALLI,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.58492,12.901192,1
"ASHTA LAKSHMI LAYOUT ,PUTTENHALLI",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.586612,12.901839,1
GANAPATHPURA NEAR CHUNCHANGHATTA MAIN RAOD,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.57039,12.886308,1
HARI NAGAR NEAR KONANKUNTTE,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.575201,12.883297,1
"VITTAL NAGAR NEAR ISRO LAYOUT,UTTARAHALLI",BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.553865,12.902625,1
sanjaynagar,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.545009,12.917834,1
Yelechenahalli,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.571272,12.905651,1
Kanakanagar-Near kumaraswamylayout,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.571761,12.90248,1
Dorakere,BBMP low-lying area,BBMP_Low_Lying_Areas,Point,77.545712,12.903358,1
