# 23,324 BBMP road segments. TWO WIDTH COLUMNS: width_existing_m and width_proposed_m. The proposed figure is larger on 100% of segments (median 18 m vs 9 m) and MUST NOT be used for FAR, height or setback. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
road_id,hierarchy_code,hierarchy_interpretation_unverified,surface_code,width_existing_m,width_proposed_m,length_m,geometry_type,centroid_lng,centroid_lat,vertex_count
40062,MI,Minor road (unverified expansion),W,6.0,12.0,22.1,LineString,77.674563,12.991754,3
40063,MI,Minor road (unverified expansion),W,6.0,12.0,18.1,LineString,77.685474,12.988506,5
40064,MI,Minor road (unverified expansion),W,6.0,12.0,17.6,LineString,77.685309,12.988501,4
40065,MI,Minor road (unverified expansion),W,6.0,12.0,30.9,LineString,77.685096,12.988506,6
40007,MA,Major road (unverified expansion),W,9.0,18.0,31.0,LineString,77.68128,12.994797,3
40008,MA,Major road (unverified expansion),W,9.0,18.0,25.0,LineString,77.681017,12.994778,4
40016,PU,Code 'PU' — expansion not published,W,24.0,67.0,168.0,LineString,77.668522,12.996484,3
40020,MA,Major road (unverified expansion),W,9.0,18.0,19.0,LineString,77.679369,12.994688,4
40021,MA,Major road (unverified expansion),W,9.0,18.0,29.1,LineString,77.678955,12.994731,4
40022,MI,Minor road (unverified expansion),W,6.0,12.0,90.1,LineString,77.678727,12.987992,14
40024,MI,Minor road (unverified expansion),W,6.0,12.0,50.6,LineString,77.686937,12.988707,17
40036,MI,Minor road (unverified expansion),W,6.0,12.0,18.4,LineString,77.677123,12.995049,6
40037,MI,Minor road (unverified expansion),W,6.0,12.0,22.9,LineString,77.676927,12.994727,4
40040,MI,Minor road (unverified expansion),W,6.0,12.0,43.5,LineString,77.676234,12.993904,7
40068,MI,Minor road (unverified expansion),W,6.0,12.0,37.2,LineString,77.684806,12.990141,7
40087,MI,Minor road (unverified expansion),W,6.0,12.0,74.0,LineString,77.686333,12.988443,16
40091,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,357.8,LineString,77.691519,12.984765,4
40092,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,232.5,LineString,77.690113,12.987061,3
40800,MA,Major road (unverified expansion),W,9.0,18.0,24.4,LineString,77.503162,13.063543,2
40805,MA,Major road (unverified expansion),W,9.0,18.0,19.9,LineString,77.498185,13.060143,3
40806,MA,Major road (unverified expansion),W,9.0,18.0,27.7,LineString,77.495402,13.062511,5
40818,MA,Major road (unverified expansion),W,9.0,18.0,2.5,LineString,77.497587,13.052585,2
40966,MI,Minor road (unverified expansion),W,8.0,15.0,1.4,LineString,77.515103,13.05017,2
40967,MI,Minor road (unverified expansion),W,8.0,15.0,1.8,LineString,77.514826,13.048972,2
40968,MI,Minor road (unverified expansion),W,8.0,15.0,25.2,LineString,77.514648,13.04819,2
40969,MI,Minor road (unverified expansion),W,8.0,15.0,24.3,LineString,77.514587,13.047975,2
41241,MA,Major road (unverified expansion),W,15.0,30.0,2.3,LineString,77.505276,13.063533,2
41255,MA,Major road (unverified expansion),W,9.0,18.0,6.1,LineString,77.503631,13.063628,2
41259,MI,Minor road (unverified expansion),W,6.0,12.0,10.7,LineString,77.503321,13.063571,2
41261,PU,Code 'PU' — expansion not published,W,34.0,67.0,15.6,LineString,77.497395,13.04871,2
41265,MA,Major road (unverified expansion),W,9.0,18.0,2.8,LineString,77.49773,13.052894,2
115009,MI,Minor road (unverified expansion),W,6.0,12.0,298.5,LineString,77.59778,13.12652,44
41274,MI,Minor road (unverified expansion),W,6.0,12.0,4.7,LineString,77.508256,13.051492,2
41277,MA,Major road (unverified expansion),W,9.0,18.0,5.8,LineString,77.497197,13.052181,2
40093,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,188.8,LineString,77.68907,12.98879,3
40094,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,129.0,LineString,77.688326,12.98999,4
40095,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,103.5,LineString,77.687764,12.990778,4
40096,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,415.5,LineString,77.686144,12.992958,12
40097,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,226.6,LineString,77.684653,12.994989,6
40098,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,55.2,LineString,77.68378,12.996189,4
40112,MI,Minor road (unverified expansion),W,6.0,12.0,34.8,LineString,77.696382,12.99004,5
40168,MI,Minor road (unverified expansion),W,6.0,12.0,68.5,LineString,77.697178,12.988011,13
40184,MI,Minor road (unverified expansion),W,6.0,12.0,48.4,LineString,77.697665,12.989699,3
40191,MI,Minor road (unverified expansion),W,8.0,15.0,3.3,LineString,77.701355,12.993183,3
40192,MI,Minor road (unverified expansion),W,8.0,15.0,54.1,LineString,77.701239,12.992935,3
40193,MI,Minor road (unverified expansion),W,8.0,15.0,26.6,LineString,77.701093,12.992628,3
40194,MI,Minor road (unverified expansion),W,8.0,15.0,30.9,LineString,77.700658,12.991682,4
40195,MI,Minor road (unverified expansion),W,8.0,15.0,20.1,LineString,77.700569,12.991484,3
40196,MI,Minor road (unverified expansion),W,8.0,15.0,4.9,LineString,77.700515,12.99136,3
40203,MI,Minor road (unverified expansion),W,6.0,12.0,14.6,LineString,77.698098,12.989935,4
40204,MI,Minor road (unverified expansion),W,6.0,12.0,101.9,LineString,77.697389,12.989945,6
40221,MI,Minor road (unverified expansion),W,6.0,12.0,34.4,LineString,77.689631,12.991689,5
40222,MI,Minor road (unverified expansion),W,6.0,12.0,30.9,LineString,77.689321,12.991782,4
40223,MI,Minor road (unverified expansion),W,6.0,12.0,31.8,LineString,77.689059,12.991854,4
40224,MI,Minor road (unverified expansion),W,6.0,12.0,27.6,LineString,77.688777,12.99193,4
40228,MI,Minor road (unverified expansion),W,6.0,12.0,80.7,LineString,77.685832,12.994793,3
40229,MI,Minor road (unverified expansion),W,6.0,12.0,9.3,LineString,77.686223,12.995345,3
40246,MA,Major road (unverified expansion),W,9.0,18.0,81.6,LineString,77.683583,13.007497,4
40248,MA,Major road (unverified expansion),W,9.0,18.0,309.7,LineString,77.709528,13.007277,14
40249,MI,Minor road (unverified expansion),W,6.0,12.0,208.3,LineString,77.716942,13.015544,18
40256,MI,Minor road (unverified expansion),W,6.0,12.0,76.0,LineString,77.720075,13.019862,7
40262,MI,Minor road (unverified expansion),W,6.0,12.0,106.9,LineString,77.720058,13.019068,3
40263,MA,Major road (unverified expansion),W,9.0,18.0,22.4,LineString,77.710092,13.005443,4
40264,MI,Minor road (unverified expansion),W,6.0,12.0,25.7,LineString,77.716853,13.016248,5
40265,MI,Minor road (unverified expansion),W,6.0,12.0,61.1,LineString,77.717189,13.016288,7
41088,MI,Minor road (unverified expansion),W,6.0,12.0,35.0,LineString,77.508243,13.056853,2
41102,MI,Minor road (unverified expansion),W,8.0,15.0,31.2,LineString,77.51451,13.047737,2
41133,MI,Minor road (unverified expansion),W,8.0,15.0,31.8,LineString,77.51381,13.045881,2
41134,MI,Minor road (unverified expansion),W,8.0,15.0,3.7,LineString,77.513546,13.044716,2
41148,MI,Minor road (unverified expansion),W,6.0,12.0,16.1,LineString,77.510061,13.051179,2
41149,MI,Minor road (unverified expansion),W,6.0,12.0,34.5,LineString,77.510288,13.051126,2
40327,MA,Major road (unverified expansion),W,9.0,18.0,43.6,LineString,77.597079,12.916771,2
40328,MI,Minor road (unverified expansion),W,6.0,12.0,46.6,LineString,77.595309,12.920521,4
40329,MI,Minor road (unverified expansion),W,6.0,12.0,36.2,LineString,77.596089,12.920515,3
40330,MA,Major road (unverified expansion),W,9.0,18.0,3.0,LineString,77.579945,12.950566,3
40332,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,39.4,LineString,77.606729,12.916599,3
40341,MA,Major road (unverified expansion),W,9.0,18.0,2.3,LineString,77.513087,13.035905,2
40343,MA,Major road (unverified expansion),W,9.0,18.0,2.9,LineString,77.504929,13.042151,2
40367,MI,Minor road (unverified expansion),W,6.0,12.0,54.6,LineString,77.512496,13.029978,2
40369,PU,Code 'PU' — expansion not published,W,34.0,67.0,40.7,LineString,77.517946,13.040354,2
40370,PU,Code 'PU' — expansion not published,W,34.0,67.0,8.6,LineString,77.517779,13.040505,2
40371,PU,Code 'PU' — expansion not published,W,34.0,67.0,31.0,LineString,77.508935,13.044747,2
40372,PU,Code 'PU' — expansion not published,W,34.0,67.0,29.9,LineString,77.501278,13.047307,2
40373,PU,Code 'PU' — expansion not published,W,34.0,67.0,121.1,LineString,77.497988,13.048499,2
40374,PU,Code 'PU' — expansion not published,W,34.0,67.0,26.9,LineString,77.507741,13.045202,3
40375,PU,Code 'PU' — expansion not published,W,34.0,67.0,33.0,LineString,77.50746,13.045283,3
40376,PU,Code 'PU' — expansion not published,W,34.0,67.0,3.7,LineString,77.489929,13.051382,2
40377,PU,Code 'PU' — expansion not published,W,34.0,67.0,163.8,LineString,77.462643,13.060242,2
40378,PU,Code 'PU' — expansion not published,W,34.0,67.0,3.1,LineString,77.461427,13.060977,2
40379,PU,Code 'PU' — expansion not published,W,34.0,67.0,24.2,LineString,77.458964,13.062447,2
40380,PU,Code 'PU' — expansion not published,W,34.0,67.0,103.9,LineString,77.459467,13.062144,2
40381,PU,Code 'PU' — expansion not published,W,34.0,67.0,62.2,LineString,77.454014,13.065375,2
40382,PU,Code 'PU' — expansion not published,W,34.0,67.0,129.5,LineString,77.451112,13.067013,2
40383,PU,Code 'PU' — expansion not published,W,34.0,67.0,7.2,LineString,77.505556,13.045817,2
40384,PU,Code 'PU' — expansion not published,W,34.0,67.0,1.2,LineString,77.51467,13.042388,2
40386,MI,Minor road (unverified expansion),W,6.0,12.0,2.7,LineString,77.51715,13.075983,2
40402,MA,Major road (unverified expansion),W,15.0,30.0,33.8,LineString,77.503846,13.070284,2
40408,PU,Code 'PU' — expansion not published,W,34.0,67.0,76.2,LineString,77.441744,13.072202,2
40425,MI,Minor road (unverified expansion),W,6.0,12.0,11.9,LineString,77.490941,13.057001,2
40448,MA,Major road (unverified expansion),W,9.0,18.0,10.9,LineString,77.492737,13.064791,2
40450,MA,Major road (unverified expansion),W,9.0,18.0,297.1,LineString,77.493536,13.062575,27
40621,MA,Major road (unverified expansion),W,12.0,24.0,34.0,LineString,77.515721,13.061914,2
40622,MA,Major road (unverified expansion),W,12.0,24.0,24.0,LineString,77.515794,13.06248,2
40623,MA,Major road (unverified expansion),W,12.0,24.0,3.1,LineString,77.515549,13.060503,2
40630,MI,Minor road (unverified expansion),W,8.0,15.0,6.5,LineString,77.515092,13.050136,2
40634,PU,Code 'PU' — expansion not published,W,34.0,67.0,50.4,LineString,77.515904,13.041972,2
40635,PU,Code 'PU' — expansion not published,W,34.0,67.0,17.5,LineString,77.515611,13.042082,2
40636,PU,Code 'PU' — expansion not published,W,34.0,67.0,21.7,LineString,77.514772,13.042358,2
40717,MI,Minor road (unverified expansion),W,6.0,12.0,44.3,LineString,77.507442,13.056797,2
40737,MA,Major road (unverified expansion),W,12.0,24.0,22.2,LineString,77.515462,13.050708,2
40738,MA,Major road (unverified expansion),W,12.0,24.0,22.2,LineString,77.510275,13.055624,2
40739,MA,Major road (unverified expansion),W,12.0,24.0,13.8,LineString,77.510188,13.055762,2
40740,MA,Major road (unverified expansion),W,12.0,24.0,18.7,LineString,77.510621,13.055077,2
40741,MA,Major road (unverified expansion),W,12.0,24.0,33.8,LineString,77.513295,13.052267,2
40742,MA,Major road (unverified expansion),W,12.0,24.0,11.5,LineString,77.513126,13.052388,2
40743,MA,Major road (unverified expansion),W,12.0,24.0,36.0,LineString,77.51373,13.051955,2
40744,MA,Major road (unverified expansion),W,12.0,24.0,9.9,LineString,77.51598,13.050327,2
40745,MA,Major road (unverified expansion),W,12.0,24.0,21.6,LineString,77.515865,13.050413,2
40746,MA,Major road (unverified expansion),W,12.0,24.0,39.8,LineString,77.516649,13.049823,2
158383,MI,Minor road (unverified expansion),W,8.0,15.0,75.1,LineString,77.658943,12.894459,3
158383,MI,Minor road (unverified expansion),W,8.0,15.0,162.7,LineString,77.657578,12.89418,8
225126,MA,Major road (unverified expansion),W,15.0,30.0,77.3,LineString,77.474941,12.93038,2
40867,PU,Code 'PU' — expansion not published,W,34.0,67.0,55.8,LineString,77.505836,13.045739,2
40899,PU,Code 'PU' — expansion not published,W,34.0,67.0,117.9,LineString,77.447559,13.068988,2
40900,PU,Code 'PU' — expansion not published,W,34.0,67.0,64.1,LineString,77.448288,13.068582,2
40901,PU,Code 'PU' — expansion not published,W,34.0,67.0,255.3,LineString,77.449569,13.067871,2
40902,PU,Code 'PU' — expansion not published,W,34.0,67.0,154.1,LineString,77.452249,13.066382,2
40903,PU,Code 'PU' — expansion not published,W,34.0,67.0,48.2,LineString,77.453059,13.065931,2
40904,PU,Code 'PU' — expansion not published,W,34.0,67.0,13.7,LineString,77.453713,13.06555,2
40905,PU,Code 'PU' — expansion not published,W,34.0,67.0,27.0,LineString,77.456479,13.063927,2
42957,MA,Major road (unverified expansion),W,9.0,18.0,4.4,LineString,77.504912,13.041291,2
43198,MA,Major road (unverified expansion),W,9.0,18.0,78.6,LineString,77.504546,13.038795,5
43203,MI,Minor road (unverified expansion),W,8.0,15.0,42.0,LineString,77.499783,13.038009,4
43205,MA,Major road (unverified expansion),W,9.0,18.0,95.6,LineString,77.504515,13.038034,14
43517,MA,Major road (unverified expansion),W,15.0,30.0,181.9,LineString,77.490246,13.036983,20
43522,MA,Major road (unverified expansion),W,9.0,18.0,249.0,LineString,77.483692,13.03121,4
43524,MA,Major road (unverified expansion),W,9.0,18.0,40.9,LineString,77.483561,13.029582,4
40906,PU,Code 'PU' — expansion not published,W,34.0,67.0,71.9,LineString,77.456868,13.063695,2
40907,PU,Code 'PU' — expansion not published,W,34.0,67.0,4.1,LineString,77.457167,13.063516,2
40922,PU,Code 'PU' — expansion not published,W,34.0,67.0,234.4,LineString,77.480878,13.054631,2
40923,PU,Code 'PU' — expansion not published,W,34.0,67.0,186.4,LineString,77.482703,13.053984,2
40924,PU,Code 'PU' — expansion not published,W,34.0,67.0,86.8,LineString,77.483886,13.053558,2
40925,PU,Code 'PU' — expansion not published,W,34.0,67.0,25.5,LineString,77.48437,13.053377,2
40926,PU,Code 'PU' — expansion not published,W,34.0,67.0,41.0,LineString,77.484657,13.053272,2
40927,PU,Code 'PU' — expansion not published,W,34.0,67.0,51.8,LineString,77.48506,13.053128,2
40928,PU,Code 'PU' — expansion not published,W,34.0,67.0,103.0,LineString,77.485732,13.052893,2
40929,PU,Code 'PU' — expansion not published,W,34.0,67.0,55.8,LineString,77.486421,13.052649,2
40930,PU,Code 'PU' — expansion not published,W,34.0,67.0,90.5,LineString,77.487055,13.052422,2
40931,PU,Code 'PU' — expansion not published,W,34.0,67.0,91.2,LineString,77.487842,13.05214,2
40932,PU,Code 'PU' — expansion not published,W,34.0,67.0,51.1,LineString,77.488458,13.051918,2
40933,PU,Code 'PU' — expansion not published,W,34.0,67.0,29.2,LineString,77.488805,13.05179,2
40934,PU,Code 'PU' — expansion not published,W,34.0,67.0,113.5,LineString,77.489422,13.051566,2
40935,PU,Code 'PU' — expansion not published,W,34.0,67.0,99.8,LineString,77.490377,13.051222,2
40936,PU,Code 'PU' — expansion not published,W,34.0,67.0,95.1,LineString,77.491221,13.050918,2
40937,PU,Code 'PU' — expansion not published,W,34.0,67.0,32.9,LineString,77.491775,13.050719,2
40938,PU,Code 'PU' — expansion not published,W,34.0,67.0,34.1,LineString,77.492065,13.050614,2
40939,MA,Major road (unverified expansion),W,9.0,18.0,7.2,LineString,77.522193,13.0459,3
41003,MI,Minor road (unverified expansion),W,8.0,15.0,29.9,LineString,77.515163,13.050298,2
41026,PU,Code 'PU' — expansion not published,W,34.0,67.0,112.0,LineString,77.508395,13.044985,5
41028,PU,Code 'PU' — expansion not published,W,34.0,67.0,32.0,LineString,77.509817,13.044296,2
41029,PU,Code 'PU' — expansion not published,W,34.0,67.0,12.0,LineString,77.509997,13.044204,2
41030,PU,Code 'PU' — expansion not published,W,34.0,67.0,14.1,LineString,77.510276,13.04406,2
41031,PU,Code 'PU' — expansion not published,W,34.0,67.0,15.3,LineString,77.510396,13.043998,2
41032,PU,Code 'PU' — expansion not published,W,34.0,67.0,42.5,LineString,77.512776,13.043021,2
41033,PU,Code 'PU' — expansion not published,W,34.0,67.0,51.7,LineString,77.513188,13.042884,2
41035,MI,Minor road (unverified expansion),W,6.0,12.0,29.4,LineString,77.514263,13.049418,2
41409,MA,Major road (unverified expansion),W,12.0,24.0,33.7,LineString,77.518502,13.048469,2
41410,MA,Major road (unverified expansion),W,12.0,24.0,12.8,LineString,77.51833,13.048595,2
41411,MA,Major road (unverified expansion),W,12.0,24.0,34.0,LineString,77.518018,13.048822,2
41412,MA,Major road (unverified expansion),W,12.0,24.0,28.6,LineString,77.517786,13.04899,2
225126,MA,Major road (unverified expansion),W,15.0,30.0,25.8,LineString,77.474767,12.929948,2
43563,MI,Minor road (unverified expansion),W,8.0,15.0,0.4,LineString,77.490056,13.034937,2
43563,MI,Minor road (unverified expansion),W,8.0,15.0,39.2,LineString,77.490123,13.034815,4
41413,MA,Major road (unverified expansion),W,12.0,24.0,31.6,LineString,77.517563,13.049152,2
50882,MI,Minor road (unverified expansion),W,6.0,12.0,24.3,LineString,77.752735,13.00248,3
51449,MA,Major road (unverified expansion),W,9.0,18.0,12.0,LineString,77.748728,12.989368,4
51450,MA,Major road (unverified expansion),W,9.0,18.0,210.3,LineString,77.748762,12.988585,17
51465,MA,Major road (unverified expansion),W,15.0,30.0,253.4,LineString,77.76674,12.994144,11
51466,MA,Major road (unverified expansion),W,15.0,30.0,187.6,LineString,77.766689,12.988145,6
44718,MA,Major road (unverified expansion),W,9.0,18.0,31.9,LineString,77.504892,13.041674,7
44727,MA,Major road (unverified expansion),W,15.0,30.0,138.1,LineString,77.513839,13.035756,9
44150,MA,Major road (unverified expansion),W,9.0,18.0,72.4,LineString,77.485378,13.042143,10
44151,MA,Major road (unverified expansion),W,9.0,18.0,39.9,LineString,77.485304,13.041724,4
44153,MA,Major road (unverified expansion),W,9.0,18.0,220.5,LineString,77.485019,13.040655,21
44183,MA,Major road (unverified expansion),W,15.0,30.0,54.2,LineString,77.510412,13.036746,4
44185,MA,Major road (unverified expansion),W,15.0,30.0,327.9,LineString,77.516404,13.035323,14
44186,MI,Minor road (unverified expansion),W,6.0,12.0,44.3,LineString,77.513097,13.036034,4
44189,MA,Major road (unverified expansion),W,15.0,30.0,34.8,LineString,77.510291,13.036989,5
44190,MA,Major road (unverified expansion),W,15.0,30.0,83.7,LineString,77.509668,13.036991,5
44217,MA,Major road (unverified expansion),W,9.0,18.0,26.9,LineString,77.504586,13.039297,6
44218,MA,Major road (unverified expansion),W,9.0,18.0,57.9,LineString,77.504644,13.039749,4
43767,MA,Major road (unverified expansion),W,15.0,30.0,14.1,LineString,77.482818,13.029336,2
43768,MA,Major road (unverified expansion),W,15.0,30.0,13.7,LineString,77.482505,13.029351,3
43774,MA,Major road (unverified expansion),W,15.0,30.0,20.6,LineString,77.489489,13.028303,3
44115,MI,Minor road (unverified expansion),W,6.0,12.0,92.8,LineString,77.513602,13.038066,4
44116,MI,Minor road (unverified expansion),W,6.0,12.0,137.0,LineString,77.513868,13.039088,4
44117,MI,Minor road (unverified expansion),W,6.0,12.0,18.1,LineString,77.514032,13.039741,4
44219,MA,Major road (unverified expansion),W,9.0,18.0,15.5,LineString,77.504685,13.039994,2
44221,MA,Major road (unverified expansion),W,9.0,18.0,26.3,LineString,77.504905,13.041453,5
44222,MA,Major road (unverified expansion),W,9.0,18.0,43.0,LineString,77.504755,13.040365,3
44223,MA,Major road (unverified expansion),W,9.0,18.0,31.6,LineString,77.504812,13.040682,5
44224,MA,Major road (unverified expansion),W,9.0,18.0,48.3,LineString,77.504889,13.041111,7
44243,MA,Major road (unverified expansion),W,9.0,18.0,34.2,LineString,77.504914,13.041984,6
44298,MA,Major road (unverified expansion),W,9.0,18.0,58.4,LineString,77.505058,13.043324,9
44319,MI,Minor road (unverified expansion),W,8.0,15.0,93.8,LineString,77.501312,13.044564,6
44343,MI,Minor road (unverified expansion),W,8.0,15.0,38.2,LineString,77.500218,13.040727,4
44805,MA,Major road (unverified expansion),W,15.0,30.0,32.9,LineString,77.493633,13.02768,3
44806,MA,Major road (unverified expansion),W,15.0,30.0,64.9,LineString,77.493083,13.027776,4
45073,MI,Minor road (unverified expansion),W,6.0,12.0,16.8,LineString,77.516211,13.079166,3
45372,MI,Minor road (unverified expansion),W,6.0,12.0,52.8,LineString,77.51757,13.074357,4
45373,MI,Minor road (unverified expansion),W,6.0,12.0,83.6,LineString,77.517291,13.077013,6
45374,MI,Minor road (unverified expansion),W,6.0,12.0,141.3,LineString,77.516861,13.078425,11
45375,MI,Minor road (unverified expansion),W,6.0,12.0,62.8,LineString,77.517259,13.077691,5
45161,MI,Minor road (unverified expansion),W,6.0,12.0,203.9,LineString,77.517808,13.070486,23
229152,MA,Major road (unverified expansion),W,9.0,18.0,241.2,LineString,77.560575,13.039198,13
45425,MI,Minor road (unverified expansion),W,6.0,12.0,67.9,LineString,77.53048,13.067223,4
45426,MI,Minor road (unverified expansion),W,6.0,12.0,87.6,LineString,77.530304,13.068064,4
45570,MI,Minor road (unverified expansion),W,6.0,12.0,95.1,LineString,77.517093,13.069347,15
45571,MI,Minor road (unverified expansion),W,6.0,12.0,44.0,LineString,77.516707,13.068854,4
45591,MI,Minor road (unverified expansion),W,6.0,12.0,27.9,LineString,77.530633,13.063539,5
45592,MI,Minor road (unverified expansion),W,6.0,12.0,46.0,LineString,77.530852,13.062573,6
45593,MI,Minor road (unverified expansion),W,6.0,12.0,16.9,LineString,77.530932,13.062292,3
45594,MI,Minor road (unverified expansion),W,6.0,12.0,14.5,LineString,77.531044,13.061722,3
45595,MI,Minor road (unverified expansion),W,6.0,12.0,32.5,LineString,77.531419,13.060297,3
45596,MI,Minor road (unverified expansion),W,6.0,12.0,17.6,LineString,77.531504,13.060055,3
45597,MI,Minor road (unverified expansion),W,6.0,12.0,20.4,LineString,77.531561,13.059871,3
45643,MA,Major road (unverified expansion),W,15.0,30.0,279.3,LineString,77.503548,13.071928,22
45644,MA,Major road (unverified expansion),W,15.0,30.0,265.9,LineString,77.503559,13.074021,22
45649,MA,Major road (unverified expansion),W,15.0,30.0,157.8,LineString,77.503389,13.067363,8
45650,MA,Major road (unverified expansion),W,15.0,30.0,10.7,LineString,77.503292,13.066689,3
45655,MA,Major road (unverified expansion),W,15.0,30.0,63.3,LineString,77.5034,13.066383,9
45656,MA,Major road (unverified expansion),W,15.0,30.0,195.4,LineString,77.503973,13.065537,8
45657,MA,Major road (unverified expansion),W,15.0,30.0,51.5,LineString,77.504683,13.064466,4
45658,MA,Major road (unverified expansion),W,15.0,30.0,63.7,LineString,77.504962,13.064029,6
229940,MA,Major road (unverified expansion),W,9.0,18.0,30.3,LineString,77.568172,13.052381,4
45950,MI,Minor road (unverified expansion),W,6.0,12.0,34.8,LineString,77.49158,13.059078,5
45951,MI,Minor road (unverified expansion),W,6.0,12.0,217.4,LineString,77.491221,13.057936,7
45956,MI,Minor road (unverified expansion),W,6.0,12.0,56.1,LineString,77.491704,13.059403,3
47606,MA,Major road (unverified expansion),W,9.0,18.0,280.5,LineString,77.507666,13.062273,10
48034,MA,Major road (unverified expansion),W,9.0,18.0,75.0,LineString,77.497113,13.051857,5
48809,MA,Major road (unverified expansion),W,12.0,24.0,54.9,LineString,77.515815,13.06477,3
48810,MA,Major road (unverified expansion),W,12.0,24.0,44.3,LineString,77.515845,13.065245,3
48813,MA,Major road (unverified expansion),W,9.0,18.0,73.5,LineString,77.511696,13.063771,6
48815,MI,Minor road (unverified expansion),W,6.0,12.0,85.0,LineString,77.511557,13.05075,8
48816,MI,Minor road (unverified expansion),W,8.0,15.0,28.0,LineString,77.514105,13.046691,3
46325,MA,Major road (unverified expansion),W,9.0,18.0,38.8,LineString,77.492705,13.065365,7
46726,MA,Major road (unverified expansion),W,12.0,24.0,44.3,LineString,77.515892,13.067318,9
46727,MA,Major road (unverified expansion),W,12.0,24.0,67.0,LineString,77.515893,13.066781,6
46728,MA,Major road (unverified expansion),W,12.0,24.0,34.2,LineString,77.515853,13.066351,4
46729,MA,Major road (unverified expansion),W,12.0,24.0,108.4,LineString,77.515641,13.061225,7
46730,MA,Major road (unverified expansion),W,12.0,24.0,53.0,LineString,77.515503,13.060287,7
47165,MI,Minor road (unverified expansion),W,6.0,12.0,76.6,LineString,77.51196,13.050439,7
47172,MA,Major road (unverified expansion),W,12.0,24.0,54.3,LineString,77.513183,13.052681,5
47173,MA,Major road (unverified expansion),W,12.0,24.0,62.1,LineString,77.513542,13.053464,6
47431,MA,Major road (unverified expansion),W,9.0,18.0,462.6,LineString,77.513795,13.064399,38
47434,MA,Major road (unverified expansion),W,12.0,24.0,79.4,LineString,77.515877,13.065734,4
46791,MI,Minor road (unverified expansion),W,8.0,15.0,22.4,LineString,77.514698,13.048387,3
46792,MI,Minor road (unverified expansion),W,8.0,15.0,24.9,LineString,77.514742,13.048575,3
46793,MI,Minor road (unverified expansion),W,8.0,15.0,28.2,LineString,77.514805,13.048869,3
46794,MI,Minor road (unverified expansion),W,8.0,15.0,33.5,LineString,77.514864,13.049126,4
46795,MI,Minor road (unverified expansion),W,8.0,15.0,35.3,LineString,77.514922,13.049375,4
46796,MI,Minor road (unverified expansion),W,8.0,15.0,30.8,LineString,77.515053,13.049979,5
46797,MI,Minor road (unverified expansion),W,8.0,15.0,42.3,LineString,77.515305,13.050602,3
47396,MI,Minor road (unverified expansion),W,8.0,15.0,96.5,LineString,77.513385,13.04434,9
47397,MI,Minor road (unverified expansion),W,8.0,15.0,50.3,LineString,77.513554,13.044934,4
47398,MI,Minor road (unverified expansion),W,8.0,15.0,32.0,LineString,77.513611,13.045294,4
47399,MI,Minor road (unverified expansion),W,8.0,15.0,33.7,LineString,77.513711,13.045596,4
47400,MI,Minor road (unverified expansion),W,8.0,15.0,30.5,LineString,77.513915,13.046175,3
47401,MI,Minor road (unverified expansion),W,8.0,15.0,32.8,LineString,77.514006,13.046436,3
47410,MI,Minor road (unverified expansion),W,6.0,12.0,39.8,LineString,77.510939,13.050959,4
47411,MI,Minor road (unverified expansion),W,6.0,12.0,35.8,LineString,77.510642,13.051032,4
47412,MI,Minor road (unverified expansion),W,6.0,12.0,29.3,LineString,77.509887,13.051214,3
47413,MI,Minor road (unverified expansion),W,6.0,12.0,31.6,LineString,77.509543,13.051271,3
47414,MI,Minor road (unverified expansion),W,6.0,12.0,31.4,LineString,77.509316,13.051307,3
47231,MI,Minor road (unverified expansion),W,6.0,12.0,56.2,LineString,77.514602,13.049339,5
46877,PU,Code 'PU' — expansion not published,W,34.0,67.0,43.8,LineString,77.517614,13.040657,3
46878,PU,Code 'PU' — expansion not published,W,34.0,67.0,14.0,LineString,77.516764,13.041489,3
47119,MI,Minor road (unverified expansion),W,8.0,15.0,50.3,LineString,77.51423,13.047003,4
46934,MA,Major road (unverified expansion),W,12.0,24.0,58.6,LineString,77.52203,13.045654,4
46951,PU,Code 'PU' — expansion not published,W,34.0,67.0,49.1,LineString,77.518263,13.040075,5
46952,MA,Major road (unverified expansion),W,12.0,24.0,124.9,LineString,77.518646,13.040376,6
46988,MA,Major road (unverified expansion),W,12.0,24.0,60.9,LineString,77.519382,13.041566,3
46989,MA,Major road (unverified expansion),W,12.0,24.0,92.2,LineString,77.520609,13.043441,3
46990,MA,Major road (unverified expansion),W,12.0,24.0,35.7,LineString,77.52094,13.04394,3
46991,MA,Major road (unverified expansion),W,12.0,24.0,85.4,LineString,77.521277,13.044466,3
46992,MA,Major road (unverified expansion),W,12.0,24.0,7.8,LineString,77.521458,13.044754,2
