# 23,324 BBMP road segments. TWO WIDTH COLUMNS: width_existing_m and width_proposed_m. The proposed figure is larger on 100% of segments (median 18 m vs 9 m) and MUST NOT be used for FAR, height or setback. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
road_id,hierarchy_code,hierarchy_interpretation_unverified,surface_code,width_existing_m,width_proposed_m,length_m,geometry_type,centroid_lng,centroid_lat,vertex_count
120049,MI,Minor road (unverified expansion),W,6.0,12.0,25.8,LineString,77.602957,13.075795,2
120056,MA,Major road (unverified expansion),W,9.0,18.0,2.7,LineString,77.600893,13.055114,2
120057,MA,Major road (unverified expansion),W,9.0,18.0,3.1,LineString,77.603409,13.055405,2
120058,MA,Major road (unverified expansion),W,9.0,18.0,1.2,LineString,77.603733,13.055408,2
120059,MA,Major road (unverified expansion),W,9.0,18.0,5.3,LineString,77.605497,13.055478,2
120060,MI,Minor road (unverified expansion),W,6.0,12.0,14.1,LineString,77.606486,13.067687,2
120061,MI,Minor road (unverified expansion),W,6.0,12.0,10.7,LineString,77.605032,13.068201,2
120074,MI,Minor road (unverified expansion),W,6.0,12.0,9.0,LineString,77.551212,13.08338,2
120075,MI,Minor road (unverified expansion),W,6.0,12.0,23.0,LineString,77.560097,13.092919,2
120082,MI,Minor road (unverified expansion),W,6.0,12.0,5.6,LineString,77.544767,13.082857,2
122213,MI,Minor road (unverified expansion),W,6.0,12.0,38.0,LineString,77.582883,13.056052,6
122214,MI,Minor road (unverified expansion),W,6.0,12.0,37.9,LineString,77.583036,13.056342,7
122215,MI,Minor road (unverified expansion),W,6.0,12.0,78.3,LineString,77.583286,13.056843,6
122218,MA,Major road (unverified expansion),W,9.0,18.0,385.6,LineString,77.591738,13.053897,14
122219,MA,Major road (unverified expansion),W,9.0,18.0,125.0,LineString,77.587581,13.055515,15
122220,MA,Major road (unverified expansion),W,9.0,18.0,58.6,LineString,77.587287,13.056061,8
122221,MA,Major road (unverified expansion),W,9.0,18.0,54.0,LineString,77.587364,13.056578,9
122222,MA,Major road (unverified expansion),W,9.0,18.0,39.2,LineString,77.587385,13.056961,8
122233,MA,Major road (unverified expansion),W,9.0,18.0,23.6,LineString,77.58984,13.058053,6
122243,MA,Major road (unverified expansion),W,9.0,18.0,84.2,LineString,77.589194,13.054393,11
122244,MA,Major road (unverified expansion),W,9.0,18.0,47.9,LineString,77.589778,13.054209,4
122245,MA,Major road (unverified expansion),W,9.0,18.0,47.5,LineString,77.583137,13.067547,4
122246,MA,Major road (unverified expansion),W,9.0,18.0,49.5,LineString,77.583511,13.067801,4
122247,MA,Major road (unverified expansion),W,9.0,18.0,38.3,LineString,77.583842,13.068019,4
122248,MA,Major road (unverified expansion),W,9.0,18.0,39.7,LineString,77.584181,13.068254,4
122385,MI,Minor road (unverified expansion),W,6.0,12.0,338.9,LineString,77.549539,13.068345,8
122549,MI,Minor road (unverified expansion),W,6.0,12.0,106.9,LineString,77.580401,13.066361,4
122550,MI,Minor road (unverified expansion),W,6.0,12.0,33.5,LineString,77.580067,13.066751,4
122677,MI,Minor road (unverified expansion),W,6.0,12.0,84.7,LineString,77.556093,13.069457,5
122678,MI,Minor road (unverified expansion),W,6.0,12.0,143.0,LineString,77.557036,13.069096,7
122679,MI,Minor road (unverified expansion),W,6.0,12.0,197.0,LineString,77.558759,13.068708,12
122680,MI,Minor road (unverified expansion),W,6.0,12.0,91.4,LineString,77.56008,13.068417,7
122705,MI,Minor road (unverified expansion),W,6.0,12.0,106.1,LineString,77.55623,13.076283,4
122706,MI,Minor road (unverified expansion),W,6.0,12.0,40.7,LineString,77.556872,13.076111,5
122707,MI,Minor road (unverified expansion),W,6.0,12.0,35.9,LineString,77.557261,13.076029,6
122708,MI,Minor road (unverified expansion),W,6.0,12.0,73.8,LineString,77.557684,13.075914,5
122713,MI,Minor road (unverified expansion),W,6.0,12.0,34.6,LineString,77.555729,13.058566,4
122714,MI,Minor road (unverified expansion),W,6.0,12.0,41.1,LineString,77.556076,13.05857,4
122715,MI,Minor road (unverified expansion),W,6.0,12.0,62.5,LineString,77.556466,13.058585,3
122716,MI,Minor road (unverified expansion),W,6.0,12.0,23.1,LineString,77.556967,13.05862,3
122745,MI,Minor road (unverified expansion),W,6.0,12.0,31.3,LineString,77.559347,13.059063,6
122746,MI,Minor road (unverified expansion),W,6.0,12.0,47.8,LineString,77.559331,13.05947,5
123271,MI,Minor road (unverified expansion),W,6.0,12.0,48.3,LineString,77.557975,13.075531,5
123272,MI,Minor road (unverified expansion),W,6.0,12.0,87.9,LineString,77.557735,13.075013,4
123273,MI,Minor road (unverified expansion),W,6.0,12.0,55.4,LineString,77.557488,13.074494,3
123274,MI,Minor road (unverified expansion),W,6.0,12.0,38.1,LineString,77.557296,13.074093,3
123275,MI,Minor road (unverified expansion),W,6.0,12.0,48.2,LineString,77.557121,13.073738,3
123276,MI,Minor road (unverified expansion),W,6.0,12.0,108.5,LineString,77.556814,13.073091,4
123277,MI,Minor road (unverified expansion),W,6.0,12.0,34.8,LineString,77.55653,13.072492,3
123278,MI,Minor road (unverified expansion),W,6.0,12.0,39.9,LineString,77.556371,13.072164,3
123279,MI,Minor road (unverified expansion),W,6.0,12.0,61.1,LineString,77.556178,13.071769,3
123280,MI,Minor road (unverified expansion),W,6.0,12.0,42.1,LineString,77.555966,13.071328,3
123281,MI,Minor road (unverified expansion),W,6.0,12.0,84.9,LineString,77.555738,13.070845,4
123282,MI,Minor road (unverified expansion),W,6.0,12.0,46.5,LineString,77.555463,13.070275,3
123283,MI,Minor road (unverified expansion),W,6.0,12.0,105.7,LineString,77.55508,13.069581,7
123284,MI,Minor road (unverified expansion),W,6.0,12.0,32.9,LineString,77.554005,13.077044,4
123285,MI,Minor road (unverified expansion),W,6.0,12.0,193.9,LineString,77.554938,13.07668,12
123286,MI,Minor road (unverified expansion),W,6.0,12.0,69.7,LineString,77.549809,13.081361,9
123287,MI,Minor road (unverified expansion),W,6.0,12.0,223.9,LineString,77.550984,13.081089,11
123288,MI,Minor road (unverified expansion),W,6.0,12.0,53.9,LineString,77.552356,13.080598,5
123289,MI,Minor road (unverified expansion),W,6.0,12.0,16.9,LineString,77.552633,13.080484,4
123290,MI,Minor road (unverified expansion),W,6.0,12.0,12.0,LineString,77.552759,13.080428,3
123480,MI,Minor road (unverified expansion),W,6.0,12.0,149.6,LineString,77.561821,13.080817,7
123481,MI,Minor road (unverified expansion),W,6.0,12.0,90.7,LineString,77.561455,13.081616,8
123482,MI,Minor road (unverified expansion),W,6.0,12.0,41.8,LineString,77.561183,13.082161,4
123483,MI,Minor road (unverified expansion),W,6.0,12.0,20.2,LineString,77.561036,13.082492,5
169342,MA,Major road (unverified expansion),W,15.0,30.0,150.9,LineString,77.577869,12.980484,6
169343,CR,Code 'CR' — expansion not published,W,13.0,26.0,63.1,LineString,77.573998,12.980584,3
169344,MA,Major road (unverified expansion),W,9.0,18.0,191.4,LineString,77.574655,12.983127,4
169346,MA,Major road (unverified expansion),W,9.0,18.0,72.1,LineString,77.577148,12.980802,3
169352,CR,Code 'CR' — expansion not published,W,15.0,30.0,339.0,LineString,77.5756,12.981863,6
169353,CR,Code 'CR' — expansion not published,W,15.0,30.0,62.4,LineString,77.577298,12.983488,3
169355,CR,Code 'CR' — expansion not published,W,13.0,26.0,72.7,LineString,77.573473,12.980493,3
169356,MA,Major road (unverified expansion),W,9.0,18.0,196.0,LineString,77.57465,12.981649,3
169357,MA,Major road (unverified expansion),W,9.0,18.0,163.9,LineString,77.572579,12.98162,4
169361,MA,Major road (unverified expansion),W,9.0,18.0,32.7,LineString,77.599216,12.976865,3
169362,MA,Major road (unverified expansion),W,9.0,18.0,190.0,LineString,77.598836,12.977721,4
169363,MA,Major road (unverified expansion),W,9.0,18.0,215.3,LineString,77.597812,12.979963,5
172408,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,42.2,LineString,77.551914,12.924387,3
172409,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,61.8,LineString,77.550176,12.92525,3
172410,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,35.4,LineString,77.549219,12.925778,3
172411,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,99.7,LineString,77.548702,12.926119,5
172412,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,55.2,LineString,77.548092,12.926576,3
173212,MA,Major road (unverified expansion),W,12.0,24.0,71.1,LineString,77.566801,12.941355,10
173244,MI,Minor road (unverified expansion),W,6.0,12.0,50.1,LineString,77.569014,12.936971,4
173249,MA,Major road (unverified expansion),W,12.0,24.0,45.6,LineString,77.56592,12.939582,5
173250,MA,Major road (unverified expansion),W,12.0,24.0,45.8,LineString,77.565923,12.939128,4
173251,MA,Major road (unverified expansion),W,12.0,24.0,46.0,LineString,77.565936,12.938707,4
173252,MA,Major road (unverified expansion),W,12.0,24.0,46.6,LineString,77.565953,12.938279,4
172255,MA,Major road (unverified expansion),W,12.0,24.0,7.5,LineString,77.537989,12.925847,3
173066,MI,Minor road (unverified expansion),W,6.0,12.0,1.3,LineString,77.569281,12.936965,3
173074,MA,Major road (unverified expansion),W,12.0,24.0,31.3,LineString,77.565993,12.933437,3
173075,MA,Major road (unverified expansion),W,12.0,24.0,36.2,LineString,77.566265,12.933391,6
173076,MA,Major road (unverified expansion),W,12.0,24.0,42.9,LineString,77.566653,12.933303,5
173111,MA,Major road (unverified expansion),W,12.0,24.0,9.7,LineString,77.562381,12.936893,3
173112,MA,Major road (unverified expansion),W,12.0,24.0,1.7,LineString,77.562603,12.937159,3
173113,MA,Major road (unverified expansion),W,12.0,24.0,44.1,LineString,77.562681,12.937329,3
173114,MA,Major road (unverified expansion),W,12.0,24.0,45.4,LineString,77.562897,12.937811,5
173115,MA,Major road (unverified expansion),W,12.0,24.0,49.6,LineString,77.563153,12.938237,3
173116,MA,Major road (unverified expansion),W,12.0,24.0,10.0,LineString,77.563346,12.938509,3
173117,MA,Major road (unverified expansion),W,12.0,24.0,45.1,LineString,77.563503,12.938715,4
173118,MA,Major road (unverified expansion),W,12.0,24.0,55.4,LineString,77.563856,12.939075,6
173119,MA,Major road (unverified expansion),W,12.0,24.0,47.4,LineString,77.564115,12.939497,3
173120,MA,Major road (unverified expansion),W,12.0,24.0,26.0,LineString,77.564252,12.939772,3
172943,MA,Major road (unverified expansion),W,12.0,24.0,111.2,LineString,77.565985,12.93409,10
172944,MA,Major road (unverified expansion),W,12.0,24.0,3.7,LineString,77.566085,12.934435,3
172721,MI,Minor road (unverified expansion),W,6.0,12.0,38.8,LineString,77.57183,12.937433,3
172722,MI,Minor road (unverified expansion),W,6.0,12.0,23.9,LineString,77.571835,12.937056,3
172723,MI,Minor road (unverified expansion),W,6.0,12.0,88.3,LineString,77.571505,12.936943,8
172773,MA,Major road (unverified expansion),W,12.0,24.0,111.1,LineString,77.566167,12.940056,13
172789,MI,Minor road (unverified expansion),W,6.0,12.0,108.3,LineString,77.571116,12.943128,3
172790,MI,Minor road (unverified expansion),W,6.0,12.0,55.1,LineString,77.571158,12.941857,3
172791,MI,Minor road (unverified expansion),W,6.0,12.0,121.9,LineString,77.57119,12.941087,4
172792,MI,Minor road (unverified expansion),W,6.0,12.0,115.7,LineString,77.571265,12.939873,7
172793,MI,Minor road (unverified expansion),W,6.0,12.0,51.8,LineString,77.571399,12.939346,5
172794,MI,Minor road (unverified expansion),W,6.0,12.0,55.8,LineString,77.57167,12.938896,6
172795,MI,Minor road (unverified expansion),W,6.0,12.0,39.1,LineString,77.571803,12.938533,5
172796,MI,Minor road (unverified expansion),W,6.0,12.0,38.9,LineString,77.571825,12.938133,3
172797,MI,Minor road (unverified expansion),W,6.0,12.0,41.5,LineString,77.571821,12.936712,3
172798,MI,Minor road (unverified expansion),W,6.0,12.0,20.8,LineString,77.571792,12.936398,3
172799,MI,Minor road (unverified expansion),W,6.0,12.0,51.4,LineString,77.571714,12.935503,5
129547,MI,Minor road (unverified expansion),W,6.0,12.0,7.1,LineString,77.612707,13.01862,2
129548,MI,Minor road (unverified expansion),W,6.0,12.0,19.4,LineString,77.612711,13.018501,2
129549,MI,Minor road (unverified expansion),W,6.0,12.0,14.2,LineString,77.612716,13.01835,2
129550,MI,Minor road (unverified expansion),W,6.0,12.0,12.4,LineString,77.612721,13.01823,2
129551,MI,Minor road (unverified expansion),W,6.0,12.0,19.0,LineString,77.612731,13.018089,2
129552,MI,Minor road (unverified expansion),W,6.0,12.0,6.4,LineString,77.613091,13.016781,2
128587,MA,Major road (unverified expansion),W,12.0,24.0,40.7,LineString,77.601084,13.02289,2
128588,MA,Major road (unverified expansion),W,12.0,24.0,33.6,LineString,77.601377,13.022716,2
128589,MA,Major road (unverified expansion),W,12.0,24.0,33.0,LineString,77.601637,13.022556,2
128590,MA,Major road (unverified expansion),W,12.0,24.0,3.4,LineString,77.603371,13.021742,2
128596,PU,Code 'PU' — expansion not published,W,15.0,30.0,1.4,LineString,77.589945,13.041202,2
128613,MI,Minor road (unverified expansion),W,6.0,12.0,4.4,LineString,77.603028,13.023722,2
128614,MI,Minor road (unverified expansion),W,6.0,12.0,29.6,LineString,77.603237,13.024234,2
128615,MI,Minor road (unverified expansion),W,6.0,12.0,13.2,LineString,77.603307,13.024414,2
128616,MI,Minor road (unverified expansion),W,6.0,12.0,32.5,LineString,77.603379,13.024608,2
128617,MI,Minor road (unverified expansion),W,6.0,12.0,6.1,LineString,77.603436,13.024771,2
128642,MI,Minor road (unverified expansion),W,6.0,12.0,24.8,LineString,77.602784,13.039554,2
128681,MI,Minor road (unverified expansion),W,6.0,12.0,10.5,LineString,77.594625,13.039687,2
128682,MI,Minor road (unverified expansion),W,6.0,12.0,19.6,LineString,77.595278,13.039444,2
128683,MI,Minor road (unverified expansion),W,6.0,12.0,13.4,LineString,77.596304,13.039159,2
128690,MI,Minor road (unverified expansion),W,6.0,12.0,15.2,LineString,77.599758,13.039058,2
128691,MI,Minor road (unverified expansion),W,6.0,12.0,21.9,LineString,77.598927,13.039027,2
129022,MA,Major road (unverified expansion),W,12.0,24.0,15.3,LineString,77.620149,13.026533,2
129023,MA,Major road (unverified expansion),W,12.0,24.0,39.2,LineString,77.619294,13.02193,2
129025,MA,Major road (unverified expansion),W,12.0,24.0,7.8,LineString,77.619379,13.022389,2
129026,MA,Major road (unverified expansion),W,12.0,24.0,60.2,LineString,77.619403,13.022694,2
129027,MA,Major road (unverified expansion),W,12.0,24.0,43.3,LineString,77.619731,13.025118,2
129028,MA,Major road (unverified expansion),W,12.0,24.0,6.0,LineString,77.619919,13.025766,2
129029,MA,Major road (unverified expansion),W,12.0,24.0,45.8,LineString,77.608531,13.022729,2
129030,MI,Minor road (unverified expansion),W,6.0,12.0,12.3,LineString,77.622223,13.021547,2
129031,MI,Minor road (unverified expansion),W,6.0,12.0,2.0,LineString,77.622159,13.021563,2
129032,MI,Minor road (unverified expansion),W,6.0,12.0,22.3,LineString,77.62205,13.021587,2
129033,MI,Minor road (unverified expansion),W,6.0,12.0,22.7,LineString,77.621846,13.021626,2
129034,MI,Minor road (unverified expansion),W,6.0,12.0,15.4,LineString,77.621672,13.021651,2
129035,MI,Minor road (unverified expansion),W,6.0,12.0,7.4,LineString,77.621567,13.021664,2
129036,MI,Minor road (unverified expansion),W,6.0,12.0,23.8,LineString,77.621223,13.021743,2
129037,MI,Minor road (unverified expansion),W,6.0,12.0,22.8,LineString,77.621014,13.021792,2
129038,MI,Minor road (unverified expansion),W,6.0,12.0,21.6,LineString,77.620813,13.021831,2
130289,MI,Minor road (unverified expansion),W,6.0,12.0,13.8,LineString,77.612729,13.020999,2
130290,MI,Minor road (unverified expansion),W,6.0,12.0,22.9,LineString,77.612734,13.020834,2
130291,MI,Minor road (unverified expansion),W,6.0,12.0,42.5,LineString,77.612746,13.02054,2
130292,MI,Minor road (unverified expansion),W,6.0,12.0,2.7,LineString,77.612763,13.02009,2
130293,MI,Minor road (unverified expansion),W,6.0,12.0,2.1,LineString,77.612768,13.019838,2
130294,MI,Minor road (unverified expansion),W,6.0,12.0,22.0,LineString,77.612764,13.019729,2
132218,MI,Minor road (unverified expansion),W,6.0,12.0,63.4,LineString,77.568224,13.003374,2
132247,MI,Minor road (unverified expansion),W,6.0,12.0,32.4,LineString,77.57721,13.001824,2
132248,MI,Minor road (unverified expansion),W,6.0,12.0,12.5,LineString,77.576059,13.001831,2
132249,MI,Minor road (unverified expansion),W,6.0,12.0,33.7,LineString,77.575847,13.001834,2
132250,MI,Minor road (unverified expansion),W,6.0,12.0,7.8,LineString,77.575655,13.001841,2
132251,MI,Minor road (unverified expansion),W,6.0,12.0,26.9,LineString,77.575495,13.001841,2
132252,MI,Minor road (unverified expansion),W,6.0,12.0,28.5,LineString,77.57524,13.001842,2
132253,MI,Minor road (unverified expansion),W,6.0,12.0,6.8,LineString,77.575076,13.001845,2
132254,MI,Minor road (unverified expansion),W,6.0,12.0,2.6,LineString,77.574376,13.001846,2
132255,MI,Minor road (unverified expansion),W,6.0,12.0,32.7,LineString,77.574213,13.001842,2
132256,MI,Minor road (unverified expansion),W,6.0,12.0,34.1,LineString,77.573904,13.001838,2
132103,MA,Major road (unverified expansion),W,9.0,18.0,12.5,LineString,77.578209,13.000131,2
132104,MA,Major road (unverified expansion),W,9.0,18.0,23.7,LineString,77.578244,13.00029,2
132105,MA,Major road (unverified expansion),W,9.0,18.0,25.1,LineString,77.578288,13.000506,2
132106,MA,Major road (unverified expansion),W,9.0,18.0,16.0,LineString,77.578325,13.000687,2
132107,MA,Major road (unverified expansion),W,9.0,18.0,9.0,LineString,77.578345,13.000798,2
133248,MI,Minor road (unverified expansion),W,6.0,12.0,4.7,LineString,77.559013,13.034205,2
133249,MI,Minor road (unverified expansion),W,6.0,12.0,26.3,LineString,77.558476,13.034251,2
133272,MA,Major road (unverified expansion),W,9.0,18.0,42.0,LineString,77.557238,13.03464,3
133273,MA,Major road (unverified expansion),W,9.0,18.0,40.4,LineString,77.556624,13.034221,2
133274,MA,Major road (unverified expansion),W,9.0,18.0,28.7,LineString,77.556011,13.033811,2
133275,MA,Major road (unverified expansion),W,9.0,18.0,16.0,LineString,77.555718,13.03361,2
133276,MA,Major road (unverified expansion),W,9.0,18.0,24.7,LineString,77.555564,13.033507,2
133277,MA,Major road (unverified expansion),W,9.0,18.0,19.8,LineString,77.555065,13.033172,2
133278,MA,Major road (unverified expansion),W,9.0,18.0,22.2,LineString,77.554903,13.033067,2
134559,MA,Major road (unverified expansion),W,12.0,24.0,60.4,LineString,77.573276,12.996525,3
134560,MI,Minor road (unverified expansion),W,6.0,12.0,49.5,LineString,77.573234,12.99705,3
134977,MI,Minor road (unverified expansion),W,6.0,12.0,34.0,LineString,77.592658,13.020682,9
133371,MI,Minor road (unverified expansion),W,6.0,12.0,22.7,LineString,77.554878,13.022074,2
133372,MI,Minor road (unverified expansion),W,6.0,12.0,21.9,LineString,77.554717,13.022199,2
133386,MA,Major road (unverified expansion),W,12.0,24.0,25.4,LineString,77.557662,13.034204,2
133387,MA,Major road (unverified expansion),W,12.0,24.0,35.5,LineString,77.557504,13.034474,2
133388,MA,Major road (unverified expansion),W,12.0,24.0,18.3,LineString,77.557389,13.034689,2
133389,MA,Major road (unverified expansion),W,12.0,24.0,50.4,LineString,77.557372,13.038165,2
133390,MA,Major road (unverified expansion),W,12.0,24.0,6.4,LineString,77.557289,13.039153,2
133391,MA,Major road (unverified expansion),W,12.0,24.0,68.0,LineString,77.557278,13.039486,2
133392,MA,Major road (unverified expansion),W,12.0,24.0,45.8,LineString,77.557267,13.039998,2
133447,MI,Minor road (unverified expansion),W,6.0,12.0,4.7,LineString,77.559058,13.028841,2
133472,MI,Minor road (unverified expansion),W,6.0,12.0,16.0,LineString,77.570631,13.029026,2
133476,MA,Major road (unverified expansion),W,12.0,24.0,14.5,LineString,77.559905,13.03101,2
133477,MA,Major road (unverified expansion),W,12.0,24.0,18.8,LineString,77.561552,13.028732,2
133478,MA,Major road (unverified expansion),W,12.0,24.0,5.3,LineString,77.561615,13.028643,2
133515,MI,Minor road (unverified expansion),W,6.0,12.0,66.0,LineString,77.556987,13.023445,2
133516,MI,Minor road (unverified expansion),W,6.0,12.0,45.0,LineString,77.556815,13.022975,2
133517,MI,Minor road (unverified expansion),W,6.0,12.0,65.5,LineString,77.558264,13.026947,2
133518,MI,Minor road (unverified expansion),W,6.0,12.0,33.6,LineString,77.558073,13.026526,2
133519,MI,Minor road (unverified expansion),W,6.0,12.0,28.0,LineString,77.557957,13.026273,2
133520,MI,Minor road (unverified expansion),W,6.0,12.0,3.7,LineString,77.557899,13.026142,2
133521,MI,Minor road (unverified expansion),W,6.0,12.0,32.1,LineString,77.557607,13.025367,2
133522,MI,Minor road (unverified expansion),W,6.0,12.0,21.2,LineString,77.557541,13.025136,2
133523,MI,Minor road (unverified expansion),W,6.0,12.0,17.5,LineString,77.557436,13.02478,2
133524,MI,Minor road (unverified expansion),W,6.0,12.0,39.1,LineString,77.557358,13.024536,2
133525,MI,Minor road (unverified expansion),W,6.0,12.0,37.5,LineString,77.557252,13.024209,2
133526,MI,Minor road (unverified expansion),W,6.0,12.0,37.9,LineString,77.557145,13.023886,2
133542,MI,Minor road (unverified expansion),W,6.0,12.0,1.7,LineString,77.558141,13.02667,2
133547,MI,Minor road (unverified expansion),W,6.0,12.0,19.3,LineString,77.553597,13.031039,2
133556,MI,Minor road (unverified expansion),W,6.0,12.0,8.8,LineString,77.566784,13.032431,2
133558,MI,Minor road (unverified expansion),W,6.0,12.0,14.7,LineString,77.564207,13.034674,2
133862,MI,Minor road (unverified expansion),W,6.0,12.0,5.2,LineString,77.580055,13.042471,2
133863,MI,Minor road (unverified expansion),W,6.0,12.0,3.2,LineString,77.580664,13.042474,2
133865,MI,Minor road (unverified expansion),W,6.0,12.0,24.7,LineString,77.582549,13.0422,2
133866,MI,Minor road (unverified expansion),W,6.0,12.0,24.2,LineString,77.582083,13.042266,2
133655,MA,Major road (unverified expansion),W,9.0,18.0,3.7,LineString,77.580079,13.026577,2
133657,MI,Minor road (unverified expansion),W,6.0,12.0,8.2,LineString,77.573791,13.039826,2
133658,MI,Minor road (unverified expansion),W,6.0,12.0,12.0,LineString,77.575775,13.033951,2
133670,MI,Minor road (unverified expansion),W,6.0,12.0,58.5,LineString,77.579524,13.027522,2
133693,MA,Major road (unverified expansion),W,9.0,18.0,57.5,LineString,77.573707,13.02796,2
104176,MA,Major road (unverified expansion),W,9.0,18.0,13.5,LineString,77.642439,13.01387,3
104177,MA,Major road (unverified expansion),W,9.0,18.0,61.7,LineString,77.642845,13.015531,3
104178,MA,Major road (unverified expansion),W,9.0,18.0,26.3,LineString,77.642856,13.011356,3
104224,MI,Minor road (unverified expansion),W,6.0,12.0,59.0,LineString,77.63931,13.014369,3
104275,MA,Major road (unverified expansion),W,9.0,18.0,90.0,LineString,77.636566,13.018223,3
104283,MI,Minor road (unverified expansion),W,6.0,12.0,145.4,LineString,77.634591,13.012807,4
104286,MI,Minor road (unverified expansion),W,6.0,12.0,123.0,LineString,77.626836,13.012768,4
104292,MA,Major road (unverified expansion),W,9.0,18.0,115.6,LineString,77.638389,13.014065,5
104309,MI,Minor road (unverified expansion),W,6.0,12.0,4.7,LineString,77.627822,13.012521,3
104310,MI,Minor road (unverified expansion),W,6.0,12.0,24.5,LineString,77.629336,13.012797,3
104311,MI,Minor road (unverified expansion),W,6.0,12.0,39.6,LineString,77.630513,13.012945,3
104323,MI,Minor road (unverified expansion),W,6.0,12.0,193.6,LineString,77.630608,13.019951,9
104433,MA,Major road (unverified expansion),W,9.0,18.0,29.3,LineString,77.636111,13.004879,3
104443,MI,Minor road (unverified expansion),W,6.0,12.0,44.5,LineString,77.623076,13.004362,3
104444,MI,Minor road (unverified expansion),W,6.0,12.0,71.0,LineString,77.623255,13.004864,3
104446,MI,Minor road (unverified expansion),W,6.0,12.0,32.6,LineString,77.629647,13.002086,3
104447,MI,Minor road (unverified expansion),W,6.0,12.0,96.5,LineString,77.629522,13.003034,5
104469,MA,Major road (unverified expansion),W,9.0,18.0,62.5,LineString,77.623119,12.999973,4
104470,MA,Major road (unverified expansion),W,9.0,18.0,70.2,LineString,77.623287,13.000412,3
104471,MA,Major road (unverified expansion),W,9.0,18.0,52.0,LineString,77.623899,13.002004,3
104472,MA,Major road (unverified expansion),W,9.0,18.0,48.1,LineString,77.624504,13.003457,4
104473,MA,Major road (unverified expansion),W,9.0,18.0,65.0,LineString,77.625149,13.005329,3
104474,MI,Minor road (unverified expansion),W,6.0,12.0,52.5,LineString,77.623154,13.002176,3
104475,MI,Minor road (unverified expansion),W,6.0,12.0,35.1,LineString,77.622023,13.00286,3
104476,MI,Minor road (unverified expansion),W,6.0,12.0,57.6,LineString,77.619994,13.003888,3
104490,MI,Minor road (unverified expansion),W,6.0,12.0,29.1,LineString,77.639071,13.007526,3
104492,MA,Major road (unverified expansion),W,12.0,24.0,62.6,LineString,77.624864,12.999382,4
104493,MA,Major road (unverified expansion),W,12.0,24.0,37.6,LineString,77.625162,12.999654,3
104494,MA,Major road (unverified expansion),W,12.0,24.0,47.4,LineString,77.62548,12.999897,3
104495,MA,Major road (unverified expansion),W,12.0,24.0,99.3,LineString,77.626045,13.00025,6
104496,MA,Major road (unverified expansion),W,12.0,24.0,176.0,LineString,77.62801,13.00115,6
104497,MA,Major road (unverified expansion),W,12.0,24.0,69.6,LineString,77.629453,13.001338,3
104498,MA,Major road (unverified expansion),W,12.0,24.0,20.8,LineString,77.630003,13.001412,3
104499,MA,Major road (unverified expansion),W,12.0,24.0,67.6,LineString,77.631327,13.001679,3
104500,MA,Major road (unverified expansion),W,12.0,24.0,37.7,LineString,77.633252,13.002064,3
104501,MA,Major road (unverified expansion),W,12.0,24.0,39.1,LineString,77.634741,13.002632,3
104502,MA,Major road (unverified expansion),W,12.0,24.0,101.7,LineString,77.635786,13.003493,6
104503,MA,Major road (unverified expansion),W,12.0,24.0,156.2,LineString,77.636933,13.004506,6
104505,MI,Minor road (unverified expansion),W,6.0,12.0,53.2,LineString,77.639284,13.006778,3
104506,MI,Minor road (unverified expansion),W,6.0,12.0,64.6,LineString,77.623503,13.001937,3
104523,MA,Major road (unverified expansion),W,12.0,24.0,29.6,LineString,77.637356,13.00495,4
104524,MA,Major road (unverified expansion),W,12.0,24.0,127.3,LineString,77.638576,13.005755,3
104525,MA,Major road (unverified expansion),W,12.0,24.0,31.4,LineString,77.63938,13.006337,3
104526,MA,Major road (unverified expansion),W,12.0,24.0,49.3,LineString,77.642113,13.008348,3
104527,MA,Major road (unverified expansion),W,12.0,24.0,44.8,LineString,77.642426,13.008548,4
104528,MA,Major road (unverified expansion),W,12.0,24.0,44.9,LineString,77.642847,13.0088,4
104529,MA,Major road (unverified expansion),W,12.0,24.0,38.1,LineString,77.643219,13.009047,3
104530,MA,Major road (unverified expansion),W,12.0,24.0,86.2,LineString,77.636771,13.003603,5
104531,MA,Major road (unverified expansion),W,12.0,24.0,32.3,LineString,77.637272,13.003313,3
104573,MI,Minor road (unverified expansion),W,6.0,12.0,2.7,LineString,77.629476,13.003427,3
104574,MI,Minor road (unverified expansion),W,6.0,12.0,120.2,LineString,77.62245,13.00327,4
104613,MI,Minor road (unverified expansion),W,6.0,12.0,135.3,LineString,77.638655,13.005466,6
104618,MA,Major road (unverified expansion),W,12.0,24.0,222.6,LineString,77.638748,13.002115,11
104620,MI,Minor road (unverified expansion),W,6.0,12.0,146.4,LineString,77.640334,13.0059,4
104637,MA,Major road (unverified expansion),W,9.0,18.0,86.3,LineString,77.643241,13.009543,3
104642,MA,Major road (unverified expansion),W,9.0,18.0,30.4,LineString,77.635812,13.014603,3
