# OpenStreetMap localities for bengaluru (T3, ODbL). name_local is the local-script name where OSM carries one.
name,name_local,place_type,lat,lng
Basaveshwaranagar 2nd Stage,ಬಸವೇಶ್ವರ ನಗರ ೨ನೆ ಹಂತ,neighbourhood,12.986475,77.538571
Halasuru,ಹಲಸೂರು,suburb,12.977879,77.62467
Rajpalya,ರಾಜ್‌ಪಾಳ್ಯ,locality,12.990803,77.721439
Hoodi,ಹೂಡಿ,suburb,12.991903,77.716201
Garudacharpalya,ಗರುಡಚಾರ್ ಪಾಳ್ಯ,neighbourhood,12.993425,77.700516
B. Narayanapura,ಬಿ. ನಾರಯಣಪುರ,quarter,12.998056,77.684862
Prashanth Extension,ಪ್ರಶಾಂತ್ ಎಕ್ಸ್‌ಟೆನ್ಶನ್,neighbourhood,12.983525,77.748924
Carmelaram,ಕರ್ಮೇಲರಮ್,suburb,12.9112,77.706513
Sitaramapalya,ಸೀತಾರಾಮಪಾಳ್ಯ,quarter,12.982443,77.716475
Thubarahalli,ತೂಬರಹಳ್ಳಿ,neighbourhood,12.954787,77.721315
Siddapura,ಸಿದ್ದಾಪುರ,neighbourhood,12.95426,77.730974
Kadugodi,ಕಾಡುಗೋಡಿ,suburb,12.998577,77.760972
Pattanduru Agrahara,ಪಟ್ಟಂದೂರು ಅಗ್ರಹಾರ,suburb,12.978475,77.733422
Manjunath Nagar,ಮಂಜುನಾಥ ನಗರ,neighbourhood,12.953633,77.65436
Nelamangala,ನೆಲಮಂಗಲ,town,13.095302,77.396359
R. Narayanapura,ಆರ್. ನಾರಾಯಣಪುರ,neighbourhood,12.964329,77.741559
Araledibba,ಅರಳೇದಿಬ್ಬ,village,13.140653,77.328831
Agasarahalli,ಅಗಸರಹಳ್ಳಿ,hamlet,13.133584,77.335009
Anandanagara,ಆನಂದನಗರ,hamlet,13.138563,77.320012
Yelenahalli,ಎಲೇನಹಳ್ಳಿ,neighbourhood,12.866907,77.615902
Cambridge Layout,ಕ್ಯಾಂಬ್ರಿಜ್ ಬಡಾವಣೆ,neighbourhood,12.970123,77.627776
Darga,ದರ್ಗ,hamlet,12.745952,77.815321
Udaya Nagar,ಉದಯನಗರ,neighbourhood,12.996362,77.67245
Zuzuvadi,ಜುಜುವಾಡಿ,hamlet,12.769534,77.788507
Sai Layout,ಸಾಯಿ ಲೇಔಟ್,neighbourhood,12.972892,77.752234
Tigalarapalya,ತಿಗಲಾರಪಾಳ್ಯ,neighbourhood,12.993328,77.722059
Kadugodi Colony,ಕಾಡುಗೋಡಿ ಕಾಲೋನಿ,neighbourhood,12.99212,77.749762
Maithri Layout,ಮೈತ್ರಿ ಲೇಔಟ್,neighbourhood,12.984862,77.755919
Attiguppe,ಅತ್ತಿಗುಪ್ಪೆ,quarter,12.962847,77.529168
Vinayaka Layout,ವಿನಾಯಕ ಬಡಾವಣೆ,neighbourhood,12.968809,77.752121
Gandhipura,ಗಾಂಧಿಪುರ,village,12.971259,77.754963
Pantarapalya,ಪಂತರಪಾಳ್ಯ,neighbourhood,12.940702,77.528592
Laggere,ಲಗ್ಗೆರೆ,suburb,13.010868,77.52073
Sunkadakatte,ಸುಂಕದಕಟ್ಟೆ,quarter,12.995024,77.506527
Chandra Layout,ಚಂದ್ರ ಲೇಔಟ್,quarter,12.959041,77.525091
Pushpagiri Nagar,ಪುಷ್ಪಗಿರಿ ನಗರ,neighbourhood,12.929762,77.533327
Pattanagere,ಪಟ್ಟಣಗೆರೆ,quarter,12.92006,77.506701
Kamakshipalya,ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ,quarter,12.982362,77.522638
Mailasandra,ಮೈಲಸಂದ್ರ,village,12.915939,77.493228
Kottigepalya,ಕೊಟ್ಟಿಗೆಪಾಳ್ಯ,locality,12.984549,77.511805
Andrahalli,ಅಂದ್ರಹಳ್ಳಿ,neighbourhood,13.008594,77.483033
Kundalahalli,ಕುಂದಲಹಳ್ಳಿ,quarter,12.968444,77.718784
Kumbena Agrahara,ಕುಂಬೇನ ಅಗ್ರಹಾರ,village,13.001796,77.747388
Sadaramangala,ಸಾದರಮಂಗಲ,village,12.998903,77.737509
Kannamangala,ಕನ್ನಮಂಗಲ,village,13.027721,77.770263
Seegehalli,ಶೀಗೇಹಳ್ಳಿ,village,13.011939,77.765092
Dommasandra,ದೊಮ್ಮಸಂದ್ರ,village,12.87771,77.753477
Kaadubeesanahalli,ಕಾಡುಬಿಸನಹಳ್ಳಿ,quarter,12.939533,77.696793
Panathur,ಪಣತೂರು,suburb,12.935146,77.704754
Valepura,ವಾಲೇಪುರ,village,12.956225,77.766079
Valepura Dinne,ವಾಲೆಪುರ ದಿಣ್ಣೆ,village,12.951237,77.770113
Sorahunase,ಸೋರಹುಣಸೆ,quarter,12.947255,77.753827
Ajgondahalli,ಅಜ್ಗೊಂಡಹಳ್ಳಿ,village,12.960753,77.770949
Harohalli,ಹರೋಹಳ್ಳಿ,village,12.957596,77.786164
Rajajinagar 1st Block,ರಾಜಾಜಿನಗರ ೧ನೇ ಬ್ಲಾಕ್,neighbourhood,13.003129,77.551153
Rajajinagar 5th Block,ರಾಜಾಜಿನಗರ 5ನೇ ಬ್ಲಾಕ್,neighbourhood,12.983327,77.551898
Rajajinagar 3rd Block,ರಾಜಾಜಿನಗರ ೩ನೇ ಬ್ಲಾಕ್,neighbourhood,12.988179,77.552687
Postal Colony,ಪೊಷ್ಟಲ್ ಕಾಲೋನಿ,neighbourhood,13.035192,77.577122
KEB Layout,ಕೆಇಬಿ ಲೇಔಟ್,neighbourhood,13.030928,77.580476
RMV 2nd Stage 1st Block,ಆರ್‌ಎಂವಿ ೨ನೇ ಹಂತ - ೧ನೇ ಬ್ಲಾಕ್,neighbourhood,13.022213,77.57811
Chikkatirupati,ಚಿಕ್ಕತಿರುಪತಿ,village,12.895511,77.866927
Kalkunte Agrahara,ಕಲ್ಕುಂಟೆಅಗ್ರಹಾರ,village,12.932418,77.840806
Kaithota,ಕೈತೋಟ,neighbourhood,12.967277,77.765051
Nagondanahalli,ನಾಗೊಂಡನಹಳ್ಳಿ,village,12.97516,77.77034
Thimmanahalli,ತಿಮ್ಮನಹಳ್ಳಿ,village,12.962635,77.777078
Hagaduru,ಹಗದೂರು,neighbourhood,12.966207,77.757209
Kaveri Nagara,ಕಾವೇರಿ ನಗರ,neighbourhood,12.997789,77.705209
Bidaraguppe,ಬಿದರಗುಪ್ಪೆ,village,12.806057,77.786287
Benniganahalli,ಬೆನ್ನಿಗಾನಹಳ್ಳಿ,neighbourhood,12.994919,77.662603
Prithvi Layout,ಪೃತ್ವಿ ಲೇಔಟ್,neighbourhood,12.977178,77.743645
Khajisonnenahalli,ಖಾಜಿಸೊನ್ನೇನಹಳ್ಳಿ,village,13.034042,77.769638
Darga Mohalla,ದರ್ಗಾ ಮೊಹಲ್ಲಾ,neighbourhood,12.999786,77.673158
Hunasamaranahalli,ಹುಣಸಮಾರನಹಳ್ಳಿ,suburb,13.14401,77.619124
Maheshwari Nagar,ಮಹೇಶ್ವರಿ ನಗರ,neighbourhood,12.99178,77.69075
B Chikkanna Layout,ಬಿ ಚಿಕ್ಕಣ್ಣ ಲೇಔಟ್,neighbourhood,12.992496,77.691112
Saraswathi Nagar,ಸರಸ್ವತೀ ನಗರ,neighbourhood,12.991282,77.688917
Shivaganga Layout,ಶಿವಗಂಗ ಲೇಔಟ್,neighbourhood,12.989512,77.690012
BTM 2nd Stage,ಬಿಟಿಎಂ ೨ನೇ ಹಂತ,neighbourhood,12.914079,77.618886
Manchappana Hosahalli,ಮಂಚಪ್ಪನ ಹೊಸಹಳ್ಳಿ,hamlet,13.134414,77.717585
Annasandra Palya,ಅನ್ನಸಂದ್ರ ಪಾಳ್ಯ,neighbourhood,12.963659,77.672986
Lal Bahadur Shastri Nagar,ಲಾಲ್ ಬಹದ್ದೂರ್ ಶಾಸ್ತ್ರೀ ನಗರ,neighbourhood,12.96781,77.671548
Saraswathi Nagara,ಸರಸ್ವತಿ ನಗರ,neighbourhood,12.971607,77.529003
Prashanth Nagar,ಪ್ರಶಾಂತ್ ನಗರ,neighbourhood,12.977619,77.531325
Malagala,ಮಲಗಲ,neighbourhood,12.97787,77.516101
BCC Layout,ಬಿಸಿಸಿ ಲೇಔಟ್,quarter,12.955703,77.531333
Dasarahalli,ದಾಸರಹಳ್ಳಿ,neighbourhood,12.978413,77.542719
Bannerughatta,ಬನ್ನೇರುಘಟ್ಟ,village,12.813337,77.578951
Kaveri Layout,ಕಾವೇರಿ ಬಡಾವಣೆ,neighbourhood,12.973102,77.526857
HRBR Layout 2nd Block,ಎಚ್ರ್‌ಬಿಆರ್ ಲೇಔಟ್ ೨ನೇ ಬ್ಲಾಕ್,quarter,13.023448,77.628211
HRBR Layout 3rd Block,ಎಚ್ರ್‌ಆರ್‌ಬಿಆರ್ ಲೇಔಟ್,quarter,13.025056,77.63471
GKW Layout,ಜಿಕೆಡಬ್ಲು ಲೇಔಟ್,neighbourhood,12.968105,77.528445
M C Layout,ಎಂ ಸಿ ಲೇಔಟ್,neighbourhood,12.973096,77.535394
Binny Layout,ಬಿನ್ನಿ ಬಡಾವಣೆ,neighbourhood,12.971909,77.534246
ITI Layout,ಐಟಿಐ ಲೇಔಟ್,neighbourhood,12.966573,77.501671
NHCS Layout,ಎನ್‌ಎಚ್‌ಸಿಎಸ್ ಲೇಔಟ್,neighbourhood,12.972517,77.531084
Central Excise Layout,ಕೇಂದ್ರ ಅಬಕಾರಿ ಬಡಾವಣೆ,neighbourhood,12.973854,77.53298
Kurubara Halli,ಕುರುಬರಹಳ್ಳಿ,quarter,13.000796,77.5364
Rajajinagar 6th Block,ರಾಜಾಜಿನಗರ ೬ನೇ ಬ್ಲಾಕ್,neighbourhood,12.978335,77.553749
Vittasandra,ವಿಟ್ಟಸಂದ್ರ,village,12.85339,77.638348
Poojary Layout,ಪೂಜಾರಿ ಲೇಔಟ್,neighbourhood,13.026848,77.576465
Srinagar,ಶ್ರೀನಗರ,quarter,12.943882,77.554177
Jayamahal,ಜಯಮಹಲ್,quarter,12.999083,77.597123
Sulthanpalya,ಸುಲ್ತಾನ್ ಪಾಳ್ಯ,suburb,13.029412,77.604695
Kothandram Layout,ಕೋದಂಡರಾಮ ಲೇಔಟ್,neighbourhood,12.985268,77.617877
Sampige Layout,ಸಂಪಿಗೆ ಲೇಔಟ್,neighbourhood,12.97647,77.528243
Amarjyothi Nagar,ಅಮರಜ್ಯೋತಿ ನಗರ,neighbourhood,12.973924,77.52912
Kaveri Pura,ಕಾವೇರಿ ಪುರ,neighbourhood,12.976986,77.525504
Govindaraj Nagara,ಗೋವಿಂದರಾಜ ನಗರ,quarter,12.977161,77.536112
Lakshmipuram,ಲಕ್ಷ್ಮೀಪುರಂ,neighbourhood,12.977547,77.630678
HAL 2nd Stage,ಎಚ್ಎಎಲ್ ೨ನೇ ಹಂತ,neighbourhood,12.968941,77.643711
Doddathoguru,ದೋಡ್ಡತೋಗೂರು,neighbourhood,12.852913,77.655615
Electronics City Phase 2 (West),ಎಲಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಿಟಿ ೨ನೇ ಹಂತ (ಪಶ್ಚಿಮ),quarter,12.837158,77.672524
Electronics City Phase 2 (East),ಎಲಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಿಟಿ ೨ನೇ ಹಂತ (ಪೂರ್ವ),quarter,12.846854,77.676927
Anugondanahalli,ಆನುಗೊಂಡನಹಳ್ಳಿ,village,12.958261,77.814572
Anche Muskuru,ಅಂಚೆ ಮುಸ್ಕೂರು,village,12.904139,77.8671
Ganagaluru,ಗಣಗಲೂರು,village,12.910204,77.852852
Medimallasandra,ಮೇಡಿಮಲ್ಲಸಂದ್ರ,village,12.952303,77.830108
Obalapura,ಓಬಳಾಪುರ,village,12.960208,77.823864
Thathanuru,ತತ್ತನೂರು,village,12.915518,77.824893
Arehalli,ಅರೇಹಳ್ಳಿ,village,12.936474,77.828949
Baguru,ಬಾಗೂರು,village,12.896645,77.84168
Thindlu,ತಿಂಡ್ಲು,quarter,13.073717,77.566977
Thiruvaranga,ತಿರುವರಂಗ,village,12.901567,77.827576
Yattakodi,ಯಟ್ಟಕೊಡಿ,village,12.920641,77.854484
Muttukadahalli,ಮುತ್ತುಕದಹಳ್ಳಿ,hamlet,12.928965,77.820044
Mahal Chaudadenahalli,ಮಹಲ್ ಚೌಡದೇನಹಳ್ಳಿ,village,12.872784,77.808056
Mugaluru,ಮುಗಳೂರು,village,12.893222,77.821649
Mattanahalli,ಮಟ್ಟನಹಳ್ಳಿ,village,12.871844,77.829807
Byalahalli,ಬ್ಯಾಲಹಳ್ಳಿ,village,12.939611,77.815946
Arehalli Cross,ಅರೆಹಳ್ಳಿ ಕ್ರಾಸ್,hamlet,12.942643,77.837039
Doddathimmasandra,ದೊಡ್ಡತಿಮ್ಮಸಂದ್ರ,village,12.880566,77.804552
Huskur Kodi,ಹುಸ್ಕರ್ ಕೋಡಿ,hamlet,13.054559,77.767781
Doddagattinagabbe,ದೊಡ್ಡಗಟ್ಟಿಗನಬ್ಬೆ,village,13.03349,77.787019
Dodda Dunnasandra,ದೊಡ್ಡ ದುನ್ನಸಂದ್ರ,village,12.977267,77.816125
Konadasapura,ಕೊನದಾಸಪುರ,village,13.044193,77.756641
Belthur,ಬೆಳತ್ತೂರು,village,13.005666,77.756275
Koralur,ಕೊರಳೂರು,village,12.997322,77.784446
Yadagondanahalli,ಯಡಗೊಂಡನಹಳ್ಳಿ,village,12.949376,77.810774
Pujena Agrahara,ಪೂಜೇನಅಗ್ರಹಾರ,village,13.032666,77.793634
Muthkuru,ಮುತ್ಕೂರು,village,12.956005,77.807105
Devanagondi,ದೇವನಗೊಂದಿ,village,12.974971,77.839721
Samethanahalli,ಸಮೇತನಹಳ್ಳಿ,village,12.979363,77.790733
Bodana Hosahalli,ಬೋದನ ಹೊಸಹಳ್ಳಿ,village,12.978421,77.801955
Naganayakana Kote,ನಾಗನಾಯಕನ ಕೋಟೆ,village,12.966042,77.794209
Goravigere,ಗೊರವಿಗೆರೆ,village,13.042021,77.769945
Mallasandra,ಮಲ್ಲಸಂದ್ರ,village,13.008149,77.78371
Hosamanegalu,ಹೊಸಮನೆಗಳು,hamlet,12.949167,77.823799
Matta mallasandra,ಮಟ್ಟ ಮಲ್ಲಸಂದ್ರ,village,12.948352,77.833691
Thirumalashettihalli,ತಿರುಮಲಶೆಟ್ಟಿಹಳ್ಳಿ,village,12.984841,77.783845
Huskuru,ಹುಸ್ಕೂರು,village,13.061626,77.762906
Chikka Gattiganabbe,ಚಿಕ್ಕ ಗಟ್ಟಿಗನಬ್ಬೆ,village,13.041182,77.794657
Gunjur Palya,ಗುಂಜೂರು ಪಾಳ್ಯ,quarter,12.922838,77.718831
Doddakannalli,ದೊಡ್ಡಕನ್ನಲ್ಲಿ,suburb,12.908241,77.694885
Heggondahalli,ಹೆಗ್ಗೊಂಡಹಳ್ಳಿ,village,12.905543,77.747195
Boorakunte,ಬೂರಕುಂಟೆ,hamlet,12.842474,77.781999
Mayasandra,ಮಾಯಸಂದ್ರ,village,12.751243,77.74651
Are Halli,ಅರೇ ಹಳ್ಳಿ.,village,12.763802,77.766341
Shettihalli,ಶೆಟ್ಟಿಹಳ್ಳಿ,village,12.752835,77.730593
Gowrenahalli,ಗೌರೇನಹಳ್ಳಿ.,village,12.721022,77.679716
Indlabele,ಇಂಡ್ಲಬೆಲೆ,village,12.790962,77.777776
Manchanahalli,ಮಂಚನಹಳ್ಳಿ.,village,12.766252,77.752579
Vajrahalli,ವಜ್ರಹಳ್ಳಿ,quarter,12.875925,77.547188
Thalaghattapura,ತಲಘಟ್ಟಪುರ,neighbourhood,12.869817,77.535669
Udayapura,ಉದಯಪುರ,village,12.820653,77.512773
Somanahalli,ಸೋಮನಹಳ್ಳಿ,village,12.772463,77.504685
Kaggalipura,ಕಗ್ಗಲಿಪುರ,village,12.801699,77.508245
Kaggalahalli,ಕಗ್ಗಲಹಳ್ಳಿ,village,12.728389,77.486103
Bolare,ಬೊಲಾರೆ,hamlet,12.754299,77.48563
Sulibele,ಸೂಲಿಬೆಲೆ,village,13.184314,77.800022
Chowdappanahalli,ಚೌಡಪ್ಪನಹಳ್ಳಿ,hamlet,13.148932,77.754607
Kammasandra,ಕಮ್ಮಸಂದ್ರ,village,13.149985,77.782041
Gangavara Chaudappanahalli,ಗಂಗವಾರ ಚೌಡಪ್ಪನಹಳ್ಳಿ,village,13.152326,77.764832
Hasigala,ಹಸಿಗಾಳ,village,13.134523,77.775604
Lakkondahalli,ಲಕ್ಕೊಂಡಹಳ್ಳಿ,village,13.108006,77.776279
Alappanahalli,ಆಲಪ್ಪನಹಳ್ಳಿ,village,13.101634,77.776119
Manduru,ಮಂಡೂರು,village,13.081656,77.737023
Kumbalahalli,ಕುಂಬಳಹಳ್ಳಿ,village,13.092452,77.792966
Upparahalli,ಉಪ್ಪಾರಹಳ್ಳಿ,village,13.08947,77.781011
Southe Gowdanahalli,ಸೌತೇಗೌಡನಹಳ್ಳಿ,village,13.231455,77.731155
Channahalli,ಚನ್ನಹಳ್ಳಿ,village,13.212684,77.749385
Nalluru,ನಲ್ಲೂರು,village,13.191231,77.763461
Budihala,ಬೂದಿಹಾಳ,village,13.228791,77.742818
Jonnahalli,ಜೊನ್ನಹಳ್ಳಿ,hamlet,13.182373,77.756659
Somattanahalli,ಸೋಮತ್ತನಹಳ್ಳಿ,village,13.169682,77.769157
Attibele,ಅತ್ತಿಬೆಲೆ,village,13.16944,77.794725
Nagenahalli,ನಾಗೇನಹಳ್ಳಿ,village,13.131046,77.574511
Haralur,ಹರಳೂರು,suburb,12.904486,77.665443
Yanagunte,ಯನಗುಂಟೆ,village,13.156464,77.791978
Madure,ಮದುರೆ,village,13.202471,77.457995
Binnamangala,ಬಿನ್ನಮಂಗಲ,neighbourhood,12.983988,77.641677
Yarandahalli,ಯಾರಂಡಹಳ್ಳಿ,neighbourhood,12.80877,77.667358
RBI Layout,ಆರ್‌ಬಿಐ ಲೇಔಟ್,neighbourhood,12.88844,77.580509
Navodaya Nagar,ನವೋದಯ ನಗರ,neighbourhood,12.882329,77.582876
Shreyas Colony,ಶ್ರೇಯಸ್ ಕಾಲೋನಿ,neighbourhood,12.883175,77.582483
Sri Rama Layout,ಶ್ರೀರಾಮ ಲೇಔಟ್,neighbourhood,12.892952,77.581091
Jagruthi Colony,ಜಾಗೃತಿ ಕಾಲೋನಿ,neighbourhood,12.8947,77.582536
Maruthi Extension,ಮಾರುತಿ ಬಡಾವಣೆ,neighbourhood,12.997642,77.563101
Gayatri Nagar,ಗಾಯತ್ರಿನಗರ,quarter,13.000037,77.559011
Sri Guru Raghavendra Nagar,ಶ್ರೀ ಗುರುರಾಘುವೇಂದ್ರ ನಗರ,neighbourhood,12.891854,77.577736
Lakshmi Nagar,ಲಕ್ಷ್ಮೀ ನಗರ,neighbourhood,12.89256,77.578665
Yadava Layout,ಯಾದವ ಲೇಔಟ್,neighbourhood,12.890563,77.575996
Bank of Baroda Colony,ಬ್ಯಾಂಕ್ ಆಫ್ ಬರೋಡ ಕಾಲೋನಿ,neighbourhood,12.893481,77.58374
Sun City Layout,ಸನ್ ಸಿಟಿ ಲೇಔಟ್,neighbourhood,12.885362,77.585409
Yemaluru,ಯಮಲೂರು,quarter,12.946329,77.681521
Ramappa Layout,ರಾಮಪ್ಪ ಲೇಔಟ್,neighbourhood,12.897172,77.580042
Malleshpalya,ಮಲ್ಲೇಶ್ ಪಾಳ್ಯ,quarter,12.974413,77.674353
Nataraja Layout,ನಟರಾಜ ಲೇಔಟ್,neighbourhood,12.890017,77.583699
M S Ramaiah City,ಎಂ ಎಸ್ ರಾಮಯ್ಯ ನಗರ,neighbourhood,12.883313,77.588126
Nrupathunga Nagar,ನೃಪತುಂಗ ನಗರ,neighbourhood,12.882997,77.58378
Jaladarshini Layout,ಜಲದರ್ಶಿನಿ ಬಡಾವಣೆ,neighbourhood,13.0308,77.569642
Tatanagar,ಟಾಟಾನಗರ,quarter,13.055086,77.573787
Maruthi Nagar,ಮಾರುತಿ ನಗರ,neighbourhood,12.974606,77.67563
Agalukote,ಆಗಲಕೋಟೆ,village,13.213482,77.736402
Rayasandra,ರಾಯಸಂದ್ರ,village,13.219727,77.726446
Bhattara Marenahalli,ಭಟ್ಟರ ಮಾರೇನಹಳ್ಳಿ,village,13.166508,77.735725
Baladimmanahalli,ಬಾಲದಿಮ್ಮನಹಳ್ಳಿ,hamlet,13.189081,77.744427
Kondenahalli,ಕೊಂಡೇನಹಳ್ಳಿ,hamlet,13.155172,77.738333
Chikka Hosahalli,ಚಿಕ್ಕಹೊಸಹಳ್ಳಿ,village,13.202534,77.754491
Ramanahalli,ರಾಮನಹಳ್ಳಿ,village,13.182092,77.746209
Anneshvara,ಅಣ್ಣೇಶ್ವರ,village,13.213023,77.7142
Dasarahalli Kavade,ದಾಸರಹಳ್ಳಿ ಕವಡೆ,hamlet,13.169609,77.737604
Reddihalli,ರೆಡ್ಡಿಹಳ್ಳಿ,village,13.189624,77.754019
Baichapura,ಬೈಚಾಪುರ,village,13.224452,77.712645
Dodda Hosahalli,ದೊಡ್ಡ ಹೊಸಹಳ್ಳಿ,village,13.197725,77.749213
Bettakote,ಬೆಟ್ಟಕೋಟೆ,village,13.199233,77.740929
Yerrappanahalli,ಯರಪ್ಪನಹಳ್ಳಿ,village,13.217283,77.702717
Mallenahalli,ಮಲ್ಲೇನಹಳ್ಳಿ,village,13.185655,77.762001
Hancharahalli,ಹಂಚರಹಳ್ಳಿ,village,13.092906,77.750156
Kattugollahalli,ಕಟ್ಟುಗೊಲ್ಲಹಳ್ಳಿ,village,13.095845,77.73535
Singahalli,ಸಿಂಗಹಳ್ಳಿ,village,13.161763,77.723878
Jyotipura,ಜ್ಯೋತಿಪುರ,village,13.101859,77.750243
Arebinnamangala,ಅರೆಬಿನ್ನಮಂಗಲ,hamlet,13.154853,77.717284
Thirumenahalli,ತಿರುಮೇನಹಳ್ಳಿ,village,13.090179,77.633413
Mahadeva Kodigehalli,ಮಹದೇವ ಕೊಡಿಗೆಹಳ್ಳಿ,hamlet,13.144265,77.702781
Handrahalli,ಗುಂಡೂರು,village,13.120944,77.750585
Hittarahalli,ಕಟ್ಟುಗೊಲ್ಲಹಳ್ಳಿ,hamlet,13.123765,77.747388
Manchappanahalli,"ಮಂಚಪ್ಪನಹಳ್ಳಿ,",village,13.141371,77.726075
Medahalli,ಮೇಡಹಳ್ಳಿ,village,13.027845,77.720608
Nimbekaipura,ನಿಂಬೇಕಾಯಿಪುರ,hamlet,13.058557,77.756465
Bandapura,ಬಂಡಪುರ,village,13.039263,77.747837
Bommenahalli,ಬೊಮ್ಮೇನಹಳ್ಳಿ,village,13.074254,77.746594
Madhuranagara,ಮಧುರನಗರ,neighbourhood,12.94093,77.759297
Virgonagar,ವಿರ್ಗೊನಗರ,neighbourhood,13.033117,77.734857
Lagumenahalli,ಲಗುಮೇನಹಳ್ಳಿ,hamlet,13.077299,77.756153
Kattamanallur,ಕಟ್ಟಮನಲ್ಲೂರು,village,13.051806,77.764061
Veeranahalli,ವೀರನಹಳ್ಳಿ,hamlet,13.024421,77.737604
Bhattarahalli,ಭಟ್ಟರಹಳ್ಳಿ,neighbourhood,13.0258,77.714279
Doddabanahalli,ದೊಡ್ಡಬನಹಳ್ಳಿ,village,13.023856,77.746916
Bendiganahalli,ಬೆಂಡಿಗಾನಹಳ್ಳಿ,village,13.068297,77.759254
Bidare Agrahara,ಬಿದರೆ ಅಗ್ರಹಾರ,village,13.030921,77.742775
Kotur,ಕೋಟೂರು,hamlet,12.945155,77.782879
Mutsandra,ಮುತ್ಸಂದ್ರ,village,12.937228,77.786184
Bellikere,ಬೆಳ್ಳಿಕೆರೆ,village,12.930452,77.796998
Kuguru,ಕೂಗೂರು,village,12.910167,77.810237
Gunjur Hosahalli,ಗುಂಜೂರು ಹೊಸಹಳ್ಳಿ,neighbourhood,12.91988,77.742355
Ramanayakanahalli,ರಾಮನಾಯಕನಹಳ್ಳಿ,village,12.909758,77.755519
Madappanahalli,ಮಾದಪ್ಪನಹಳ್ಳಿ,hamlet,12.922893,77.811621
Neriga,ನೆರಿಗಾ,village,12.911766,77.776525
Mayaganahalli,ಮಾಯಗಾನಹಳ್ಳಿ,village,12.770644,77.335311
Eluvapalli,,village,12.798434,77.850642
K R Layout,ಕೆ ಆರ್ ಲೇಔಟ್,neighbourhood,12.903422,77.582815
Srinidhi Layout,ಶ್ರೀನಿಧಿ ಲೇಔಟ್,neighbourhood,12.883086,77.570895
Govinda Reddy Layout,ಗೋವಿಂದ ರೆಡ್ಡಿ ಲೇಔಟ್,neighbourhood,12.891756,77.594617
Mico Arekere Layout 1st Stage,ಮಿಕೊ ಅರಕೆರೆ ಲೇಔಟ್ ೧ನೇ ಹಂತ,neighbourhood,12.890554,77.594191
Chandapura,ಚಂದಾಪುರ,suburb,12.800444,77.706283
Gubbalala,ಗುಬ್ಬಲಾಲ,village,12.885663,77.541681
Rustum Bagh,ರುಸ್ತುಂ ಬಾಗ್,neighbourhood,12.954841,77.649104
Bhuvanahalli,ಭುವನಹಳ್ಳಿ,village,13.184524,77.861436
Pillagumpe,ಪಿಲ್ಲಗುಂಪೆ,village,13.111996,77.838515
Chikkahulluru,ಚಿಕ್ಕಹುಲ್ಲೂರು,village,13.106939,77.825773
Mallimakanapura,ಮಲ್ಲಿಮಾಕನಪುರ,village,13.127524,77.848669
Cholappanahalli,ಚೋಳಪ್ಪನಹಳ್ಳಿ,village,13.118977,77.844849
Ramagovindapura,ರಾಮಗೋವಿಂದಪುರ,village,13.208382,77.878924
D Settahalli,ಶೆಟ್ಟಹಳ್ಳಿ,village,13.150552,77.871865
T Agrahara,ಟಿ ಅಗ್ರಹಾರ,village,13.190956,77.852032
Channigalapura,ಚನ್ನಿಗಾಲಪುರ,hamlet,13.177713,77.874246
Bhavapura,ಭಾವಾಪುರ,village,13.184399,77.870684
Ekarajapura,ಏಕರಾಜಪುರ,village,13.145725,77.816697
Malliappanahalli,ಮಲ್ಲಿಯಪ್ಪನಹಳ್ಳಿ,village,13.148587,77.882937
Chokkahalli,ಚೊಕ್ಕಹಳ್ಳಿ,village,13.111495,77.834807
K Satyavara,ಸತ್ಯವಾರ,village,13.162712,77.871242
Bimakkanahalli,ಬೀಮಕ್ಕನಹಳ್ಳಿ,village,13.1374,77.852415
Doddahulluru,ದೊಡ್ಡಹುಲ್ಲೂರು,village,13.096866,77.819401
Sonnadenahalli,ಸೊಣ್ಣದೇನಹಳ್ಳಿ,village,13.090888,77.806118
Chikkanallurahalli,ಚಿಕ್ಕನಲ್ಲೂರಹಳ್ಳಿ,village,13.123888,77.850471
Halevuru,ಹಳೇವೂರು,village,13.204496,77.890147
Bisanahalli,ಬಿಸನಹಳ್ಳಿ,village,13.008343,77.812402
Beguru,ಬೇಗೂರು,suburb,12.874747,77.622729
Suryanagar Phase 1,ಸೂರ್ಯನಗರ,suburb,12.793095,77.700038
Jalige,ಜಾಲಿಗೆ,village,13.226551,77.584398
Basavanapura,ಬಸವನಪುರ,village,13.225282,77.576019
Aradeshanahalli,ಅರದೇಶನಹಳ್ಳಿ,village,13.222414,77.565338
Kamdhenu Nagar,ಕಾಮಧೇನು ನಗರ್,neighbourhood,12.996026,77.686457
Chikka Banavara,ಚಿಕ್ಕಬಾಣಾವರ,suburb,13.080377,77.501893
Soladevanahalli,ಸೋಲದೇವನಹಳ್ಳಿ,village,13.091915,77.488063
Tharabanahalli,ತರಬನಹಳ್ಳಿ,village,13.102478,77.480435
Griha Laxmi Colony,ಗೃಹ ಲಕ್ಷ್ಮೀ ಕಾಲೋನಿ,locality,12.993693,77.530419
