# OpenStreetMap localities for chennai (T3, ODbL). name_local is the local-script name where OSM carries one.
name,name_local,place_type,lat,lng
Sangam Colony,,neighbourhood,12.967386,80.25582
Venkateshpuram,,neighbourhood,12.968983,80.252397
Edayanchavadi,இடையன்சாவடி,suburb,13.21698,80.285017
Kadapakkam,,suburb,13.198491,80.265252
Karampakkam,காரம்பாக்கம்,suburb,13.039438,80.153562
Kathirvedu,கதிர்வேடு,suburb,13.148721,80.203556
Nolambur,நொளம்பூர்,suburb,13.074718,80.168221
Puthagaram,புத்தகரம்,suburb,13.134623,80.197848
Surapattu,சூரப்பட்டு,suburb,13.144693,80.185025
Vadaperumbakkam,வடபெரும்பாக்கம்,village,13.175714,80.218773
Payasumbakkam,,village,13.186675,80.217957
Swaminathan Nagar,,neighbourhood,12.971352,80.254342
Kandaswamy Nagar,,neighbourhood,12.966178,80.254818
NATCO Colony,,neighbourhood,12.97073,80.257008
Kannappa Nagar,,neighbourhood,12.975555,80.256908
Karpagambal Nagar,,locality,12.973664,80.259637
Natesan Colony,,neighbourhood,12.973094,80.256686
Kaveri Nagar,காவேரி நகர்,locality,12.970304,80.263756
Palkalai Nagar,,locality,12.965504,80.259273
Venkateshwara Nagar,வெங்கடேஸ்வரா நகர்,locality,12.96737,80.260631
Lakshmanaperumal Nagar,,locality,12.971698,80.261648
DGI Layout,,locality,12.967891,80.259011
New Colony,,neighbourhood,12.98271,80.232297
Judge's Colony,,neighbourhood,12.97596,80.248175
MGR Nagar,எம்.ஜி.ஆர் நகர்,neighbourhood,12.979583,80.249444
Venkateshwara Nagar Colony,வெங்கடேஸ்வரா நகர் காலனி,neighbourhood,12.976997,80.244625
Meenava Kuppam,,locality,12.967702,80.264945
Tirumalai Nagar,திருமலை நகர்,neighbourhood,12.971804,80.245578
Jayendra Colony,ஜெயேந்திர காலனி,neighbourhood,12.969828,80.248232
Sri Krishna Enclave,ஸ்ரீ கிருஷ்ணா என்கிளேவ்,locality,12.972542,80.265066
Vikram Sarabhai Industrial Estate,விக்ரம் சாராபாய் தொழிற்பேட்டை,neighbourhood,12.980955,80.250875
Banu Nagar,பானு நகர்,locality,13.133675,80.159152
Oragadam,ஒரகடம்,locality,13.130791,80.152914
Madura Kali Nagar,,neighbourhood,12.958032,80.193832
VGP Santhanammal Nagar,,locality,12.92128,80.168902
Heritage Jayendra Nagar,,hamlet,12.934602,80.165126
Vaniya Teynampet,,neighbourhood,13.038989,80.248111
"Central Government Officers Quarters, General Pool Accomodation",,neighbourhood,13.002196,80.265283
Karthikeyapuram,,neighbourhood,12.962594,80.194524
Park Square colony,,neighbourhood,12.965665,80.193486
Pozhichalur,பொழிச்சலூர்,suburb,12.99053,80.14405
Senneerkuppam,செந்நீர்குப்பம்,village,13.050174,80.119318
Thiruverkadu Co - Operative Nagar,,locality,13.057835,80.125675
Poompozhil Nagar,,suburb,13.13905,80.112454
HVF Estate,,neighbourhood,13.134223,80.108452
Skylab Avenue,,neighbourhood,12.891965,80.184121
Zam Bazaar,,neighbourhood,13.059296,80.271022
Karpagam Avenue,,neighbourhood,13.021979,80.26783
West Mambalam,மேற்கு மாம்பலம்,suburb,13.04283,80.227018
Ganga Enclave,,locality,13.054207,80.221703
Ramakrishna Nagar,ராமகிருஷ்ணா நகர்,neighbourhood,13.024366,80.261062
SSM Nagar,,locality,12.891918,80.119397
NCBS Colony,,neighbourhood,12.985463,80.189696
Malar Colony,,neighbourhood,13.097796,80.198932
Thiruvengada Nagar,திருவேங்கட நகர்,suburb,13.117394,80.14527
AA Block,,neighbourhood,13.083498,80.216474
AB Block,,neighbourhood,13.083593,80.214115
AC Block,,neighbourhood,13.083715,80.211354
Nanmangalam,நன்மங்கலம்,suburb,12.938216,80.178248
Baby Nagar,பேபி நகர்,neighbourhood,12.980365,80.229195
Dandhesswaram,,neighbourhood,12.982639,80.224188
Seethapathy Nagar,,neighbourhood,12.981951,80.227033
Seshadripuram,,neighbourhood,12.979839,80.230669
Seva Nagar Velachery,,neighbourhood,12.986411,80.229321
Sony Nagar,சோனி நகர்,neighbourhood,12.98651,80.227991
Tansi Nagar,டான்சி நகர்,neighbourhood,12.977458,80.223447
Udhayam Nagar,உதயம் நகர்,neighbourhood,12.979168,80.23217
Bhuvaneswary Nagar,,neighbourhood,12.96991,80.221953
VGP Selva Nagar,,neighbourhood,12.971222,80.221103
JagannathaPuram,,neighbourhood,12.984682,80.221892
Rajalakshmi Nagar,,neighbourhood,12.985288,80.218743
Vaishnavi Nagar,வைஷ்ணவி நகர்,neighbourhood,13.125104,80.127916
Anis Nagar,,neighbourhood,13.037274,80.188148
Annai Sathya Nagar Nesapakkam,,neighbourhood,13.035716,80.188453
Indra Nagar,,neighbourhood,13.03708,80.188721
Kothari Nagar,கோத்தாரி நகர்,neighbourhood,13.035212,80.185102
Moogambigai Nagar,,neighbourhood,13.037242,80.185137
Om Sakthi Nagar,ஓம் சக்தி நகர்,neighbourhood,13.03802,80.186739
Senthamizh Nagar,செந்தமிழ் நகர்,neighbourhood,13.034764,80.187437
Sri Ragavendra Nagar,ஸ்ரீ ராகவேந்தரா நகர்,neighbourhood,13.03673,80.186351
Chowdhary Nagar,,neighbourhood,13.038686,80.180934
Janaki Nagar,ஜானகி நகர்,neighbourhood,13.04017,80.182073
Majestic Colony,மெஜஸ்டிக் காலனி,neighbourhood,13.038548,80.179985
Sri Laxmi Nagar,ஸ்ரீ லக்ஷ்மி நகர்,neighbourhood,13.036349,80.18065
Suresh Nagar,சுரேஷ் நகர்,neighbourhood,13.037627,80.182819
Thirumalai Nagar,திருமலை நகர்,neighbourhood,13.036704,80.182904
Alwarthiru Nagar,,neighbourhood,13.040733,80.185966
Veerappa Nagar,வீரப்பா நகர்,neighbourhood,13.042342,80.18525
Mukti Enclave,,locality,13.017131,80.177263
Uranus Apartments,,neighbourhood,13.028598,80.132749
Sakthi Nagar,சக்தி நகர்,locality,13.124337,80.129487
St. Thomas Mount Cantonment,,suburb,13.006022,80.196728
Nesamani Nagar,,suburb,13.135509,80.116532
TVS Green Hills,,locality,12.8907,80.112462
Alappakam,,locality,12.892563,80.116699
Reserve Bank Staff Quarters,,quarter,13.07855,80.239163
Pudur,,locality,13.129821,80.159213
Kaladipet,,neighbourhood,13.151597,80.298777
Nanganallur Co-op Society Colony,,neighbourhood,12.98796,80.190591
Thiru Vi Ka Nagar,,suburb,13.110337,80.263388
Arul Nagar,,neighbourhood,12.907466,80.111262
Bharathiyar Nagar,பாரதியார் நகர்,neighbourhood,13.185809,80.315551
All India Radio Housing Board,,neighbourhood,13.187209,80.312303
Old Pallavaram,பழைய பல்லாவரம்,suburb,12.963304,80.166539
Moolakothalam,,neighbourhood,13.106734,80.276481
GOCHS Colony,ஜிஓசிஹெச்எஸ் காலனி,neighbourhood,12.997872,80.269171
Mambakkam,மாம்பாக்கம்,village,12.835619,80.169098
Keezhakottaiyur,கீழக்கொட்டையூர்,village,12.842479,80.150937
Melakottaiyur,மேலக்கோட்டையூர்,village,12.846409,80.148124
Government Estate,,neighbourhood,13.067361,80.276799
Stanley Nagar,,neighbourhood,13.109268,80.272188
Serene Avenue,,neighbourhood,12.860759,80.171097
Panaiyur,பனையூர்,suburb,12.887855,80.245198
Bharathipuram,,neighbourhood,13.077665,80.222254
Thiyagaraya Nagar,,suburb,13.034405,80.23016
Sivakami Nagar,,neighbourhood,13.197653,80.317299
Kamatchi Nagar,,neighbourhood,12.944583,80.215865
Kamakoti Nagar,,neighbourhood,12.941036,80.213268
TNHB Colony,டீஎன்ஹெச்பி காலனி,neighbourhood,12.99142,80.212059
Sai Nagar,,neighbourhood,12.95163,80.234471
VGN Grandeur,,neighbourhood,13.028382,80.135503
K.K.Nagar,,suburb,13.040724,80.199211
Kargil Nagar,,suburb,13.173019,80.292241
Nazarethpuram,,suburb,13.012641,80.198992
Thirumangalam,,quarter,13.083529,80.195681
"Krishna Nagar, Periyar Road",,neighbourhood,13.015122,80.172141
Rajeswari Nagar,,neighbourhood,12.923971,80.140923
S and P Garden,,neighbourhood,13.066868,80.163494
Velachery,வேளச்சேரி,suburb,12.980724,80.21891
CMWSSB Division 200,,neighbourhood,12.865696,80.225729
CMWSSB Division 199,,neighbourhood,12.8692,80.24288
CMWSSB Division 198,,neighbourhood,12.891091,80.232528
CMWSSB Division 197,,neighbourhood,12.90656,80.228426
CMWSSB Division 196,,neighbourhood,12.922361,80.250423
CMWSSB Division 195,,neighbourhood,12.926277,80.235774
CMWSSB Division 194,,neighbourhood,12.935989,80.237422
CMWSSB Division 193,,neighbourhood,12.944633,80.241141
CMWSSB Division 192,,neighbourhood,12.948101,80.255081
CMWSSB Division 191,,neighbourhood,12.918755,80.202424
CMWSSB Division 190,,neighbourhood,12.925076,80.210134
CMWSSB Division 189,,neighbourhood,12.947102,80.218538
CMWSSB Division 188,,neighbourhood,12.953684,80.204077
CMWSSB Division 187,,neighbourhood,12.962685,80.193012
CMWSSB Division 186,,neighbourhood,12.958868,80.238772
CMWSSB Division 185,,neighbourhood,12.962234,80.253907
CMWSSB Division 184,,neighbourhood,12.969383,80.238324
CMWSSB Division 183,,neighbourhood,12.973313,80.254583
CMWSSB Division 182,,neighbourhood,12.980851,80.260959
CMWSSB Division 181,,neighbourhood,12.989987,80.263797
CMWSSB Division 180,,neighbourhood,12.987258,80.244506
CMWSSB Division 179,,neighbourhood,12.977351,80.226118
CMWSSB Division 178,,neighbourhood,12.978262,80.216255
CMWSSB Division 177,,neighbourhood,12.987243,80.211105
CMWSSB Division 176,,neighbourhood,13.003635,80.266171
CMWSSB Division 175,,neighbourhood,13.002534,80.253218
CMWSSB Division 174,,neighbourhood,12.99744,80.225452
CMWSSB Division 173,,neighbourhood,13.018754,80.263153
CMWSSB Division 172,,neighbourhood,13.010837,80.243893
CMWSSB Division 171,,neighbourhood,13.018864,80.231213
CMWSSB Division 170,,neighbourhood,13.017874,80.211822
CMWSSB Division 169,,neighbourhood,12.971272,80.202539
CMWSSB Division 168,,neighbourhood,12.977806,80.195568
CMWSSB Division 167,,neighbourhood,12.977203,80.186315
CMWSSB Division 166,,neighbourhood,12.978371,80.179145
CMWSSB Division 165,,neighbourhood,12.982864,80.199788
CMWSSB Division 164,,neighbourhood,12.987362,80.186973
CMWSSB Division 163,,neighbourhood,12.99073,80.201476
CMWSSB Division 162,,neighbourhood,12.991405,80.192036
CMWSSB Division 161,,neighbourhood,12.996707,80.202156
CMWSSB Division 160,,neighbourhood,13.00425,80.208089
CMWSSB Division 159,,neighbourhood,12.992477,80.169601
CMWSSB Division 158,,neighbourhood,13.016378,80.187452
CMWSSB Division 157,,neighbourhood,13.012884,80.174381
CMWSSB Division 156,,neighbourhood,13.019464,80.160972
CMWSSB Division 155,,neighbourhood,13.030095,80.183374
CMWSSB Division 154,,neighbourhood,13.029879,80.176934
CMWSSB Division 153,,neighbourhood,13.028063,80.156331
CMWSSB Division 152,,neighbourhood,13.040551,80.179113
CMWSSB Division 151,,neighbourhood,13.03178,80.16507
CMWSSB Division 150,,neighbourhood,13.037607,80.153492
CMWSSB Division 149,,neighbourhood,13.047228,80.178593
CMWSSB Division 148,,neighbourhood,13.056893,80.183901
CMWSSB Division 147,,neighbourhood,13.051876,80.170891
CMWSSB Division 146,,neighbourhood,13.052,80.164445
CMWSSB Division 145,,neighbourhood,13.065872,80.185124
CMWSSB Division 144,,neighbourhood,13.064553,80.174578
CMWSSB Division 143,,neighbourhood,13.073673,80.168858
CMWSSB Division 142,,neighbourhood,13.021627,80.220026
CMWSSB Division 141,,neighbourhood,13.030819,80.232467
CMWSSB Division 140,,neighbourhood,13.030299,80.221606
CMWSSB Division 139,,neighbourhood,13.02693,80.214703
CMWSSB Division 138,,neighbourhood,13.031365,80.203898
CMWSSB Division 137,,neighbourhood,13.035965,80.195513
CMWSSB Division 136,,neighbourhood,13.041099,80.2363
CMWSSB Division 135,,neighbourhood,13.040058,80.224
CMWSSB Division 134,,neighbourhood,13.049064,80.224694
CMWSSB Division 133,,neighbourhood,13.041686,80.218712
CMWSSB Division 132,,neighbourhood,13.038866,80.212816
CMWSSB Division 131,,neighbourhood,13.041117,80.202769
CMWSSB Division 130,,neighbourhood,13.053556,80.212985
CMWSSB Division 129,,neighbourhood,13.052918,80.203323
CMWSSB Division 128,,neighbourhood,13.045586,80.19179
CMWSSB Division 127,,neighbourhood,13.067523,80.199977
CMWSSB Division 126,,neighbourhood,13.025912,80.268814
CMWSSB Division 125,,neighbourhood,13.03575,80.27574
CMWSSB Division 124,,neighbourhood,13.035578,80.267549
CMWSSB Division 123,,neighbourhood,13.031175,80.25699
CMWSSB Division 122,,neighbourhood,13.02889,80.246745
CMWSSB Division 121,,neighbourhood,13.043922,80.272067
CMWSSB Division 120,,neighbourhood,13.049767,80.276006
CMWSSB Division 119,,neighbourhood,13.046359,80.264312
CMWSSB Division 118,,neighbourhood,13.046303,80.255492
CMWSSB Division 117,,neighbourhood,13.043069,80.240245
CMWSSB Division 116,,neighbourhood,13.054395,80.278025
CMWSSB Division 114,,neighbourhood,13.062653,80.279578
CMWSSB Division 113,,neighbourhood,13.055152,80.241118
CMWSSB Division 112,,neighbourhood,13.058895,80.224757
CMWSSB Division 110,,neighbourhood,13.061398,80.238091
CMWSSB Division 109,,neighbourhood,13.063094,80.227249
CMWSSB Division 108,,neighbourhood,13.063626,80.217349
CMWSSB Division 107,,neighbourhood,13.072465,80.240134
CMWSSB Division 106,,neighbourhood,13.07101,80.222843
CMWSSB Division 105,,neighbourhood,13.068023,80.20967
CMWSSB Division 104,,neighbourhood,13.082475,80.248563
CMWSSB Division 103,,neighbourhood,13.082016,80.24033
CMWSSB Division 102,,neighbourhood,13.08381,80.228186
CMWSSB Division 101,,neighbourhood,13.085525,80.220518
CMWSSB Division 100,,neighbourhood,13.088311,80.209729
CMWSSB Division 99,,neighbourhood,13.086196,80.203107
CMWSSB Division 98,,neighbourhood,13.091103,80.238072
CMWSSB Division 97,,neighbourhood,13.093819,80.227497
CMWSSB Division 96,,neighbourhood,13.10273,80.228035
CMWSSB Division 95,,neighbourhood,13.101414,80.205832
CMWSSB Division 94,,neighbourhood,13.110405,80.20261
CMWSSB Division 93,,neighbourhood,13.079966,80.189684
CMWSSB Division 92,,neighbourhood,13.080424,80.178748
CMWSSB Division 91,,neighbourhood,13.081328,80.171346
CMWSSB Division 90,,neighbourhood,13.086623,80.193566
CMWSSB Division 89,,neighbourhood,13.091131,80.18498
CMWSSB Division 88,,neighbourhood,13.096204,80.190301
CMWSSB Division 87,,neighbourhood,13.09496,80.182935
CMWSSB Division 86,,neighbourhood,13.091921,80.160931
CMWSSB Division 85,,neighbourhood,13.106241,80.157224
CMWSSB Division 84,,neighbourhood,13.106666,80.179608
CMWSSB Division 83,,neighbourhood,13.123568,80.188463
CMWSSB Division 82,,neighbourhood,13.12817,80.1689
CMWSSB Division 81,,neighbourhood,13.119734,80.15151
CMWSSB Division 80,,neighbourhood,13.131605,80.159166
CMWSSB Division 79,,neighbourhood,13.132145,80.152232
CMWSSB Division 78,,neighbourhood,13.090193,80.261647
CMWSSB Division 77,,neighbourhood,13.09529,80.267481
CMWSSB Division 76,,neighbourhood,13.0966,80.258319
CMWSSB Division 75,,neighbourhood,13.09453,80.251858
CMWSSB Division 74,,neighbourhood,13.092366,80.245863
CMWSSB Division 73,,neighbourhood,13.101248,80.259596
CMWSSB Division 71,,neighbourhood,13.102756,80.247373
CMWSSB Division 72,,neighbourhood,13.103171,80.266742
CMWSSB Division 70,,neighbourhood,13.108974,80.251497
CMWSSB Division 69,,neighbourhood,13.112576,80.240853
CMWSSB Division 68,,neighbourhood,13.1194,80.237162
CMWSSB Division 67,,neighbourhood,13.11217,80.225808
CMWSSB Division 66,,neighbourhood,13.11848,80.226157
CMWSSB Division 65,,neighbourhood,13.12034,80.210752
CMWSSB Division 64,,neighbourhood,13.123836,80.21592
CMWSSB Division 61,,neighbourhood,13.070978,80.258298
CMWSSB Division 60,,neighbourhood,13.084413,80.289149
CMWSSB Division 59,,neighbourhood,13.077692,80.277857
CMWSSB Division 58,,neighbourhood,13.084316,80.264554
CMWSSB Division 57,,neighbourhood,13.092618,80.279703
CMWSSB Division 56,,neighbourhood,13.100645,80.287211
CMWSSB Division 55,,neighbourhood,13.099837,80.283119
CMWSSB Division 54,,neighbourhood,13.099944,80.276872
CMWSSB Division 53,,neighbourhood,13.106277,80.276023
CMWSSB Division 52,,neighbourhood,13.107194,80.289159
CMWSSB Division 51,,neighbourhood,13.112778,80.284868
CMWSSB Division 50,,neighbourhood,13.112993,80.296612
CMWSSB Division 49,,neighbourhood,13.11778,80.289256
CMWSSB Division 48,,neighbourhood,13.11724,80.28223
CMWSSB Division 47,,neighbourhood,13.115478,80.275302
CMWSSB Division 46,,neighbourhood,13.11235,80.266762
CMWSSB Division 45,,neighbourhood,13.113772,80.258548
CMWSSB Division 44,,neighbourhood,13.117629,80.248306
CMWSSB Division 42,,neighbourhood,13.129511,80.284604
CMWSSB Division 41,,neighbourhood,13.124806,80.275714
CMWSSB Division 40,,neighbourhood,13.136306,80.289567
CMWSSB Division 39,,neighbourhood,13.13848,80.293676
CMWSSB Division 38,,neighbourhood,13.133063,80.281689
CMWSSB Division 37,,neighbourhood,13.131953,80.26831
CMWSSB Division 36,,neighbourhood,13.124,80.253929
CMWSSB Division 35,,neighbourhood,13.130208,80.250176
CMWSSB Division 34,,neighbourhood,13.138856,80.249735
CMWSSB Division 33,,neighbourhood,13.132131,80.231436
CMWSSB Division 32,,neighbourhood,13.132385,80.207398
CMWSSB Division 31,,neighbourhood,13.13815,80.233285
CMWSSB Division 30,,neighbourhood,13.146736,80.235336
CMWSSB Division 29,,neighbourhood,13.154647,80.261915
CMWSSB Division 28,,neighbourhood,13.15628,80.248728
CMWSSB Division 27,,neighbourhood,13.158328,80.234937
CMWSSB Division 26,,neighbourhood,13.145318,80.2176
CMWSSB Division 25,,neighbourhood,13.15015,80.20575
CMWSSB Division 24,,neighbourhood,13.141554,80.190547
CMWSSB Division 23,,neighbourhood,13.159081,80.208932
CMWSSB Division 22,,neighbourhood,13.169425,80.208355
CMWSSB Division 21,,neighbourhood,13.167235,80.270146
CMWSSB Division 20,,neighbourhood,13.169092,80.254554
CMWSSB Division 19,,neighbourhood,13.172994,80.239429
CMWSSB Division 18,,neighbourhood,13.178878,80.267927
CMWSSB Division 17,,neighbourhood,13.184068,80.23184
CMWSSB Division 16,,neighbourhood,13.193332,80.277011
CMWSSB Division 15,,neighbourhood,13.212664,80.289956
CMWSSB Division 14,,neighbourhood,13.147262,80.301192
CMWSSB Division 13,,neighbourhood,13.147802,80.293781
CMWSSB Division 12,,neighbourhood,13.151359,80.296658
CMWSSB Division 11,,neighbourhood,13.154839,80.302665
CMWSSB Division 10,,neighbourhood,13.163186,80.299509
CMWSSB Division 9,,neighbourhood,13.162877,80.306183
CMWSSB Division 8,,neighbourhood,13.166382,80.306687
CMWSSB Division 7,,neighbourhood,13.158295,80.28331
CMWSSB Division 6,,neighbourhood,13.178326,80.294984
CMWSSB Division 5,,neighbourhood,13.178441,80.309911
CMWSSB Division 4,,neighbourhood,13.185538,80.304484
CMWSSB Division 3,,neighbourhood,13.196969,80.313017
CMWSSB Division 2,,neighbourhood,13.215643,80.317442
CMWSSB Division 1,,neighbourhood,13.226537,80.323663
CMWSSB Division 201,,neighbourhood,13.008275,80.189216
Pushpa Nagar,,neighbourhood,13.059457,80.238997
Sathya Garden,,neighbourhood,13.045547,80.198255
