# 4,151 survey parcels from digitised Bengaluru Urban revenue sheets. COVERAGE IS PARTIAL (3 taluks, 7 hoblis). A survey number here is INDICATIVE and settles nothing about boundary or title. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
taluk,hobli,village,survey_number,pcode,district,source_sheet,geometry_type,centroid_lng,centroid_lat,vertex_count
Bangalore East,Krishnarajapura,K.G.Mahadevapura,131,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.69091,12.983486,15
Bangalore East,Krishnarajapura,K.G.Mahadevapura,111,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.69345,12.983822,7
Bangalore East,Krishnarajapura,K.G.Mahadevapura,120,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689941,12.983868,6
Bangalore East,Krishnarajapura,K.G.Mahadevapura,139,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.685948,12.982694,14
Bangalore East,Krishnarajapura,K.G.Mahadevapura,129,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.691831,12.983735,6
Bangalore East,Krishnarajapura,K.G.Mahadevapura,148,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689031,12.983647,427
Bangalore East,Krishnarajapura,K.G.Mahadevapura,STREAM,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689058,12.983591,1003
Bangalore East,Krishnarajapura,K.G.Mahadevapura,148,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.68908,12.98355,584
Bangalore East,Krishnarajapura,K.G.Mahadevapura,140,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.686302,12.983073,10
Bangalore East,Krishnarajapura,K.G.Mahadevapura,147,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689835,12.983625,5
Bangalore East,Krishnarajapura,K.G.Mahadevapura,141,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.68852,12.98349,407
Bangalore East,Krishnarajapura,K.G.Mahadevapura,146,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689588,12.983263,8
Bangalore East,Krishnarajapura,K.G.Mahadevapura,130,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.691475,12.983216,6
Bangalore East,Krishnarajapura,K.G.Mahadevapura,STREAM,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.688488,12.983432,797
Bangalore East,Krishnarajapura,K.G.Mahadevapura,ROAD,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.683955,12.982951,11
Bangalore East,Krishnarajapura,K.G.Mahadevapura,132,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.690644,12.983263,5
Bangalore East,Krishnarajapura,K.G.Mahadevapura,133,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.690612,12.983137,5
Bangalore East,Krishnarajapura,K.G.Mahadevapura,134,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.69068,12.982989,6
Bangalore East,Krishnarajapura,K.G.Mahadevapura,135,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.691069,12.982533,12
Bangalore East,Krishnarajapura,K.G.Mahadevapura,145,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689317,12.982504,7
Bangalore East,Krishnarajapura,K.G.Mahadevapura,142,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.687054,12.982403,8
Bangalore East,Krishnarajapura,K.G.Mahadevapura,143,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.68784,12.98227,15
Bangalore East,Krishnarajapura,K.G.Mahadevapura,STREAM,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.685759,12.981892,14
Bangalore East,Krishnarajapura,K.G.Mahadevapura,144,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.689005,12.981887,10
Bangalore East,Krishnarajapura,K.G.Mahadevapura,136,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.6908,12.981715,7
Bangalore East,Krishnarajapura,K.G.Mahadevapura,138,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.687112,12.981367,13
Bangalore East,Krishnarajapura,K.G.Mahadevapura,137,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.688492,12.981313,14
Bangalore East,Krishnarajapura,K.G.Mahadevapura,137,200301005025,Bengaluru Urban,Bangalore_East_KRPura1_Mahadevapura_Revenue_Map,Polygon,77.690069,12.981143,4
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,45,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.710197,12.969663,18
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,16,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.709754,12.968471,28
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,17_TANK,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.708286,12.968845,12
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,18,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.706659,12.968919,15
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,19,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70398,12.967084,19
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,20,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.705579,12.966491,16
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,15_TANK,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707534,12.96604,15
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,44,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.709794,12.965934,21
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,25,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.702498,12.965404,11
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,34,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.703531,12.965013,13
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,43,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.71001,12.96426,23
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,14,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.706944,12.964995,7
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,21,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70547,12.964107,21
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,13,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.706834,12.964571,7
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,12,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707333,12.964327,6
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,26,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.701552,12.963799,13
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,42,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.711045,12.963463,25
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,11,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707363,12.964198,5
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,10,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707373,12.963993,5
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,9,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707386,12.96376,5
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,8,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707194,12.96348,7
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,7,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707412,12.963357,7
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,23,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.703466,12.96239,16
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,22,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.705326,12.962374,17
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,6,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707382,12.963198,10
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,28,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70038,12.962938,14
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,41,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.711946,12.962458,18
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,5,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707737,12.963104,9
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,29,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.700087,12.96181,12
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,27,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.702,12.962475,9
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,4,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707785,12.962723,11
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,SETTLEMENT_OLD,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.704389,12.961786,10
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,3,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.707708,12.962262,22
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,40,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.712635,12.961764,21
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,2,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70732,12.961333,11
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,1,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70688,12.960974,18
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,39,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.712921,12.960956,21
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,36,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.701251,12.960572,18
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,37,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.702364,12.96089,12
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,SETTLEMENT,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.705492,12.961093,13
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,38,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.70381,12.960956,21
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,30,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.699775,12.961031,11
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,31,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.700221,12.960313,10
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,32,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.700379,12.959957,11
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,33,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.700891,12.959372,20
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,35,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.701432,12.959019,6
Bangalore East,Krishnarajapura,K.G.Chinnappanahalli,34,200301005022,Bengaluru Urban,Bangalore_East_KRPura3_Chinnappanahalli_Revenue_Map,Polygon,77.700016,12.958809,12
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,ROAD,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.752811,12.986731,139
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,20,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.755592,12.989979,420
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,TANK,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.755568,12.990017,469
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,22,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.756626,12.988949,29
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,23,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.757317,12.988968,141
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,STREAM,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.756823,12.989138,22
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,STREAM,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.757293,12.988903,277
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,23,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.757258,12.988817,142
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,24,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758198,12.98859,128
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,STREAM,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758169,12.98852,248
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,24,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758126,12.98841,127
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,21,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.755124,12.988193,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,25,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758953,12.988301,104
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,STREAM,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758926,12.988224,202
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,25,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.758857,12.988059,108
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,26,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.75946,12.988109,54
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,STREAM,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.75944,12.988042,102
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,26,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.759328,12.987755,58
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,28,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.754713,12.987357,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,159,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.745168,12.986451,13
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,27,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.756819,12.986369,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,150,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.753196,12.987206,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,134,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.7402,12.98693,12
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,135,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.74102,12.986663,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,136,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.742305,12.986118,9
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,29,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.755012,12.986393,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,14,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.750975,12.985645,14
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,138,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.743792,12.98533,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,119,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.738953,12.985846,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,139,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.745056,12.985829,5
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,32,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.754638,12.985628,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,30,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.756629,12.985316,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,118,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.737659,12.985796,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,140,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.74693,12.985198,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,114,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.736559,12.984142,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,33,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.754072,12.984895,9
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,107,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.732635,12.983386,21
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,31,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.756466,12.984577,9
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,13,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.750387,12.983784,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,113,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.735228,12.984214,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,137,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.742669,12.984715,5
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,117,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.738249,12.985019,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,142,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.745084,12.984515,5
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,120,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.739236,12.984399,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,133,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.740255,12.984256,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,132,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.742217,12.984356,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,11,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.748595,12.983944,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,141,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.747114,12.983687,9
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,35,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.755539,12.983915,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,34,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.753942,12.984117,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,116,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.737978,12.983988,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,131,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.741612,12.983755,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,36,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.757336,12.983373,5
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,143,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.744729,12.983416,9
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,163,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.734139,12.983405,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,112,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.735509,12.983635,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,12,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.750742,12.983206,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,10,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.748762,12.982949,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,130,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.741009,12.983104,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,40,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.752636,12.983348,271
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,39,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.754226,12.982836,7
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,TANK,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.752634,12.983355,265
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,121,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.738928,12.982455,12
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,129,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.743417,12.983024,6
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,115,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.73799,12.982463,10
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,122,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.740037,12.982636,8
Bangalore East,Krishnarajapura,J.I.Pattaduru Agrahara,144,200301005018,Bengaluru Urban,Bangalore_East_KRPura3_PattanduruAgrahara_Revenue_Map,Polygon,77.747128,12.982285,12
